"NCT","title_old","key","title","notes","decision","n_include","n_exclude","n_maybe","n_decisions","to_screen","final_decision","final_decision_conflict"
"NCT05185713","The Mechanism of Vaginal Flora and Its Metabolites in the Pathogenesis of Cervical Cancer; The Mechanism of Vaginal Flora and Its Metabolites in the Pathogenesis of Cervical Cancer","rayyan-325728559","The Mechanism of Vaginal Flora and Its Metabolites in the Pathogenesis of Cervical Cancer; The Mechanism of Vaginal Flora and Its Metabolites in the Pathogenesis of Cervical Cancer","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,diagnosis,Development,development","""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT05218837","Research Plan for Development and Validation of a Logistic Regression Derived Algorithm to Estimate the Risk of Obstetric Anal Sphincter Injury in High- and Low-risk Scenarios.; Development and Validation of a Logistic Regression Algorithm to Predict the Risk of Obstetric Anal Sphincter Injury.","rayyan-325728561","Research Plan for Development and Validation of a Logistic Regression Derived Algorithm to Estimate the Risk of Obstetric Anal Sphincter Injury in High- and Low-risk Scenarios.; Development and Validation of a Logistic Regression Algorithm to Predict the Risk of Obstetric Anal Sphincter Injury.","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included""} | RAYYAN-LABELS: Prognosis,validation,development","""Nicole""=>""Included"", ""Rex""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT05228197","A Study to Assess the Clinical and Cost-effectiveness of the Galen Prostate Artificial Intelligence Histology System in Diagnosing Clinically Important Prostate Cancer on Prostate Biopsy Tissue.; Imperial Prostate 6 - Cancer Histology Artificial Intelligence Reliability Study.","rayyan-325728562","A Study to Assess the Clinical and Cost-effectiveness of the Galen Prostate Artificial Intelligence Histology System in Diagnosing Clinically Important Prostate Cancer on Prostate Biopsy Tissue.; Imperial Prostate 6 - Cancer Histology Artificial Intelligence Reliability Study.","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: diagnosis,Diagnostic,Validation,validation","""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT05250557","Prognostic Impact of Lesion-specific Hemodynamic Index and Disease Characteristics in Patients With Coronary Artery Disease Assessed by Fractional Flow Reserve; Prognostic Impact of Lesion-specific Hemodynamic Index in Patients With Coronary Artery Disease","rayyan-325728563","Prognostic Impact of Lesion-specific Hemodynamic Index and Disease Characteristics in Patients With Coronary Artery Disease Assessed by Fractional Flow Reserve; Prognostic Impact of Lesion-specific Hemodynamic Index in Patients With Coronary Artery Disease","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,Development,development","""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT05260281","Performance Evaluation of Artificial Intelligence Assisted Diabetic Retinopathy Grading in the Leuven University Hospital: Can Technology Improve the Resident?; Performance Evaluation of Artificial Intelligence Assisted Diabetic Retinopathy Grading in the Leuven University Hospital: Can Technology Improve the Resident?","rayyan-325728564","Performance Evaluation of Artificial Intelligence Assisted Diabetic Retinopathy Grading in the Leuven University Hospital: Can Technology Improve the Resident?; Performance Evaluation of Artificial Intelligence Assisted Diabetic Retinopathy Grading in the Leuven University Hospital: Can Technology Improve the Resident?","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: diagnosis,Diagnostic,Validation,validation","""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT00092235","Natural History Study of Clinical and Biological Factors Determining Outcomes in Chronic Graft-Versus-Host Disease; Natural History Study of Clinical and Biological Factors Determining Outcomes in Chronic Graft-Versus-Host Disease","rayyan-325728566","Natural History Study of Clinical and Biological Factors Determining Outcomes in Chronic Graft-Versus-Host Disease; Natural History Study of Clinical and Biological Factors Determining Outcomes in Chronic Graft-Versus-Host Disease","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,Development | USER-NOTES: {""Nicole""=>[""outcome not stated""], ""Rex""=>[""DECISION:INCLUDE""]}","""Nicole""=>""Excluded"", ""dn.borg""=>""Included"", ""Nicole""=>[""outcome not stated""], ""Rex""=>[""DECISION:INCLUDE""]",1,1,0,2,0,"Include","Include"
"NCT00160940","Differential Gene Expression in Liver Tissue and Blood From Individuals With Chronic Viral Hepatitis With or Without a Complicating Hepatoma or Autoimmune Liver Disease; Differential Gene Expression of Liver Tissue and Blood From Individuals With Chronic Viral Hepatitis","rayyan-325728569","Differential Gene Expression in Liver Tissue and Blood From Individuals With Chronic Viral Hepatitis With or Without a Complicating Hepatoma or Autoimmune Liver Disease; Differential Gene Expression of Liver Tissue and Blood From Individuals With Chronic Viral Hepatitis","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,diagnosis,prognosis,Development,development","""Nicole""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT00224172","Ambulatory Care Characteristics as Predictors of Mortality and Re-Admission; Ambulatory Care Characteristics as Predictors of Mortality and Re-Admission","rayyan-325728571","Ambulatory Care Characteristics as Predictors of Mortality and Re-Admission; Ambulatory Care Characteristics as Predictors of Mortality and Re-Admission","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,prognosis,Development,development | USER-NOTES: {""Nicole""=>[""good example of study with a too broad patient population""]}","""Nicole""=>""Included"", ""dn.borg""=>""Included"", ""Nicole""=>[""good example of study with a too broad patient population""]",2,0,0,2,0,"Include","Include"
"NCT00481234","Heart Rate Variability for Prediction of Incidence of Cardiac Ischemia and Cardiovascular Events After General Anesthesia in High Risk Patients; Heart Rate Variability for Prediction of Perioperative Events","rayyan-325728572","Heart Rate Variability for Prediction of Incidence of Cardiac Ischemia and Cardiovascular Events After General Anesthesia in High Risk Patients; Heart Rate Variability for Prediction of Perioperative Events","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,prognosis,Validation,Development,development","""Nicole""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT00590616","Utility of Clinical Examination in the Noninvasive Prediction of Aortic Atheroma - A Prospective Study; Utility of Clinical Examination in the Noninvasive Prediction of Aortic Atheroma - A Prospective Study","rayyan-325728574","Utility of Clinical Examination in the Noninvasive Prediction of Aortic Atheroma - A Prospective Study; Utility of Clinical Examination in the Noninvasive Prediction of Aortic Atheroma - A Prospective Study","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,diagnosis,Development,development | USER-NOTES: {""dn.borg""=>[""Correlation language, but also mention risk score.""]}","""Nicole""=>""Included"", ""dn.borg""=>""Included"", ""dn.borg""=>[""Correlation language, but also mention risk score.""]",2,0,0,2,0,"Include","Include"
"NCT00604773","Incidence of Delirium in Critically Ill Patients in a Dutch University Hospital; Incidence of Delirium in Critically Ill Patients in a Dutch University Hospital","rayyan-325728576","Incidence of Delirium in Critically Ill Patients in a Dutch University Hospital; Incidence of Delirium in Critically Ill Patients in a Dutch University Hospital","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included"", ""dn.borg""=>""Maybe""} | RAYYAN-LABELS: Prognosis,diagnosis,Development,development","""Nicole""=>""Included"", ""Rex""=>""Included"", ""dn.borg""=>""Maybe""",2,0,1,2,0,"Include","Include"
"NCT00809575","Prognostic Significance and Longitudinal Assessment of Patient-reported Quality of Life and Symptoms in Myelodysplastic Syndromes. A Large-scale International; Observational Study: PROMYS Study; Quality of Life and Symptoms in Patients With Newly Diagnosed Myelodysplastic Syndromes","rayyan-325728579","Prognostic Significance and Longitudinal Assessment of Patient-reported Quality of Life and Symptoms in Myelodysplastic Syndromes. A Large-scale International; Observational Study: PROMYS Study; Quality of Life and Symptoms in Patients With Newly Diagnosed Myelodysplastic Syndromes","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,prognosis,Development,development","""Nicole""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT00821379","Complications of PCOS Pregnancy: Evaluating Risk; CoPPer Study - Complications of Polycystic Ovary Syndrome (PCOS) Pregnancy: Evaluating Risk","rayyan-325728580","Complications of PCOS Pregnancy: Evaluating Risk; CoPPer Study - Complications of Polycystic Ovary Syndrome (PCOS) Pregnancy: Evaluating Risk","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,prognosis,Development,development","""Nicole""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT00947804","Phase 1 - Pilot Study to Validate the Simple Acute Coronary Syndrome Score; an Acute Coronary Syndrome (ACS) Risk Stratification Tool; Study to Validate Simple Acute Coronary Syndrome Score","rayyan-325728582","Phase 1 - Pilot Study to Validate the Simple Acute Coronary Syndrome Score; an Acute Coronary Syndrome (ACS) Risk Stratification Tool; Study to Validate Simple Acute Coronary Syndrome Score","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: diagnosis,Diagnostic,Validation,validation,clinical score","""Nicole""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT00961389","Validating a Delirium Prediction Model for Critically Ill Patients; Validating a Delirium Prediction Model for Critically Ill Patients","rayyan-325728583","Validating a Delirium Prediction Model for Critically Ill Patients; Validating a Delirium Prediction Model for Critically Ill Patients","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included"", ""dn.borg""=>""Maybe""} | RAYYAN-LABELS: Prognosis,diagnosis,validation,Development | USER-NOTES: {""dn.borg""=>[""Limited info.""]}","""Nicole""=>""Included"", ""Rex""=>""Included"", ""dn.borg""=>""Maybe"", ""dn.borg""=>[""Limited info.""]",2,0,1,2,0,"Include","Include"
"NCT01066286","Genome Wide SNP Array-based Approach to Detect Micro-cytogenetic Lesions and KIT Mutation to Improve Treatment Outcomes in Patients With Core-binding Factor Positive Acute Myeloid Leukemia; Genome Wide SNP Array-based Approach to Detect Micro-cytogenetic Lesions and KIT Mutation to Improve Treatment Outcomes in Patients With Core-binding Factor Positive Acute Myeloid Leukemia","rayyan-325728585","Genome Wide SNP Array-based Approach to Detect Micro-cytogenetic Lesions and KIT Mutation to Improve Treatment Outcomes in Patients With Core-binding Factor Positive Acute Myeloid Leukemia; Genome Wide SNP Array-based Approach to Detect Micro-cytogenetic Lesions and KIT Mutation to Improve Treatment Outcomes in Patients With Core-binding Factor Positive Acute Myeloid Leukemia","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,prognosis,Development,development","""Nicole""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT01079507","Genome-wide Single Nucleotide Polymorphism (SNP) Array-based Approach to Predict Chemoresponse and Survival in Patients With Acute Lymphoblastic Leukemia; Genome-wide Single Nucleotide Polymorphism (SNP) Array-based Approach to Predict Chemoresponse and Survival in Patients With Acute Lymphoblastic Leukemia","rayyan-325728586","Genome-wide Single Nucleotide Polymorphism (SNP) Array-based Approach to Predict Chemoresponse and Survival in Patients With Acute Lymphoblastic Leukemia; Genome-wide Single Nucleotide Polymorphism (SNP) Array-based Approach to Predict Chemoresponse and Survival in Patients With Acute Lymphoblastic Leukemia","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,prognosis,Validation,validation,Development,development","""Nicole""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT01079728","Prediction of Stroke-associated Pneumonia; Prediction of Stroke-associated Pneumonia","rayyan-325728587","Prediction of Stroke-associated Pneumonia; Prediction of Stroke-associated Pneumonia","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,prognosis,validation,Development,development | USER-NOTES: {""Nicole""=>[""coded as prognosis as conditional on stroke""]}","""Nicole""=>""Included"", ""dn.borg""=>""Included"", ""Nicole""=>[""coded as prognosis as conditional on stroke""]",2,0,0,2,0,"Include","Include"
"NCT01130402","A Real-time and Computerized Sonographic Scoring System for Predicting Malignant Cervical Lymphadenopathy; A Real-time and Computerized Sonographic Reporting System in Predicting Malignant Cervical Lymphadenopathy","rayyan-325728589","A Real-time and Computerized Sonographic Scoring System for Predicting Malignant Cervical Lymphadenopathy; A Real-time and Computerized Sonographic Reporting System in Predicting Malignant Cervical Lymphadenopathy","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included"", ""dn.borg""=>""Maybe""} | RAYYAN-LABELS: diagnosis,validation,development | USER-NOTES: {""dn.borg""=>[""Limited info.""], ""Nicole""=>[""past tense""]}","""Nicole""=>""Included"", ""Rex""=>""Included"", ""dn.borg""=>""Maybe"", ""dn.borg""=>[""Limited info.""], ""Nicole""=>[""past tense""]",2,0,1,2,0,"Include","Include"
"NCT01144481","Prospective Identification of Risk Factors for Skeletal Related Events in Breast Cancer Patients Receiving Bisphosphonates for Bone Metastases; Risk Factors for Skeletal Related Events in Breast Cancer Patients Receiving Bisphosphonates for Bone Metastases","rayyan-325728591","Prospective Identification of Risk Factors for Skeletal Related Events in Breast Cancer Patients Receiving Bisphosphonates for Bone Metastases; Risk Factors for Skeletal Related Events in Breast Cancer Patients Receiving Bisphosphonates for Bone Metastases","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,prognosis,Development,development","""Nicole""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT01166360","The Prognostic Relevance of Cerebral Oxygen Saturation; NTproBNP and Preoperative Creatinine Clearance in Cardiac Surgical Patients; Amendment 4: the Prognostic Relevance of Growth Differentiation Factor 15 (GDF-15) and High Sensitive Troponin-t (hsTnT); The Usefulness of Growth Differentiation Factor 15 (GDF-15) for Risk Stratification in Cardiac Surgery","rayyan-325728592","The Prognostic Relevance of Cerebral Oxygen Saturation; NTproBNP and Preoperative Creatinine Clearance in Cardiac Surgical Patients; Amendment 4: the Prognostic Relevance of Growth Differentiation Factor 15 (GDF-15) and High Sensitive Troponin-t (hsTnT); The Usefulness of Growth Differentiation Factor 15 (GDF-15) for Risk Stratification in Cardiac Surgery","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,prognosis,Validation,validation,Development,development","""Nicole""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT01194024","Burn Multicenter Proposal: Development of an Inhalation Injury Scoring System to Predict Severity of Inhalation Injury; Scoring System for Inhalation Injury","rayyan-325728594","Burn Multicenter Proposal: Development of an Inhalation Injury Scoring System to Predict Severity of Inhalation Injury; Scoring System for Inhalation Injury","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,diagnosis,Development,development | USER-NOTES: {""dn.borg""=>[""limited info but i select include. ""]}","""Nicole""=>""Included"", ""dn.borg""=>""Included"", ""dn.borg""=>[""limited info but i select include. ""]",2,0,0,2,0,"Include","Include"
"NCT01353547","Integrating Genetic and Environmental Risk Scores Into an Algorithm to Predict Multiple Sclerosis Susceptibility; Genes and Environment in Multiple Sclerosis","rayyan-325728598","Integrating Genetic and Environmental Risk Scores Into an Algorithm to Predict Multiple Sclerosis Susceptibility; Genes and Environment in Multiple Sclerosis","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: diagnosis,Diagnostic,Development,development","""Nicole""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT01363856","Center for Stroke Research Berlin (CSB) Prospective Stroke Cohort; Center for Stroke Research Berlin (CSB) Prospective Stroke Cohort","rayyan-325728600","Center for Stroke Research Berlin (CSB) Prospective Stroke Cohort; Center for Stroke Research Berlin (CSB) Prospective Stroke Cohort","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,prognosis,Validation,validation,Development,development","""Nicole""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT01398631","A Prospective Comparison of the TIMI; GRACE and HEART Scores for Predicting Cardiovascular Events in Chest Pain Patients in the Emergency Room; A Comparison of the TIMI; GRACE and HEART Scores","rayyan-325728604","A Prospective Comparison of the TIMI; GRACE and HEART Scores for Predicting Cardiovascular Events in Chest Pain Patients in the Emergency Room; A Comparison of the TIMI; GRACE and HEART Scores","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Excluded""} | RAYYAN-LABELS: prognosis,validation,clinical score | RAYYAN-EXCLUSION-REASONS: wrong study design | USER-NOTES: {""Rex""=>[""DECISION:INCLUDE""]}","""Nicole""=>""Included"", ""dn.borg""=>""Excluded"", ""Rex""=>[""DECISION:INCLUDE""]",1,1,0,2,0,"Include","Include"
"NCT01435421","Breath Test for Patients With Acute Liver Disease for Early Detection of the Need for Transplant or Recovery; Breath Test for Patients With Acute Liver Disease for Early Detection of the Need for Transplant or Recovery","rayyan-325728609","Breath Test for Patients With Acute Liver Disease for Early Detection of the Need for Transplant or Recovery; Breath Test for Patients With Acute Liver Disease for Early Detection of the Need for Transplant or Recovery","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,prognosis,Development,development","""Nicole""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT01452802","Risk Assessment and Comparative Effectiveness of Left Ventricular Assist Device and Medical Management in Ambulatory Heart Failure Patients; Risk Assessment and Comparative Effectiveness of Left Ventricular Assist Device (LVAD) and Medical Management","rayyan-325728610","Risk Assessment and Comparative Effectiveness of Left Ventricular Assist Device and Medical Management in Ambulatory Heart Failure Patients; Risk Assessment and Comparative Effectiveness of Left Ventricular Assist Device (LVAD) and Medical Management","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,validation,Development,clinical score,multiple designs","""Nicole""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT01582763","International GBS Outcome Study (IGOS): A Prospective INC Study on Clinical and Biological Predictors of Disease Course and Outcome in Guillain-BarrÃ© Syndrome (GBS).; International Guillain-BarrÃ© Syndrome Outcome Study","rayyan-325728613","International GBS Outcome Study (IGOS): A Prospective INC Study on Clinical and Biological Predictors of Disease Course and Outcome in Guillain-BarrÃƒÂ© Syndrome (GBS).; International Guillain-BarrÃƒÂ© Syndrome Outcome Study","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Excluded"", ""dn.borg""=>""Maybe""} | RAYYAN-LABELS: prognosis,development | RAYYAN-EXCLUSION-REASONS: wrong study design | USER-NOTES: {""Rex""=>[""DECISION:INCLUDE""]}","""Nicole""=>""Included"", ""Rex""=>""Excluded"", ""dn.borg""=>""Maybe"", ""Rex""=>[""DECISION:INCLUDE""]",1,1,1,2,0,"Include","Include"
"NCT01641562","Diagnosis and Prediction of Subclinical Cardiac Dysfunction Induced by Therapy With Taxanes in Patients With Breast Cancer; Diagnosis and Prediction of Taxanes Induced Cardiac Dysfunction","rayyan-325728615","Diagnosis and Prediction of Subclinical Cardiac Dysfunction Induced by Therapy With Taxanes in Patients With Breast Cancer; Diagnosis and Prediction of Taxanes Induced Cardiac Dysfunction","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: diagnosis,Diagnostic,Development,development,multiple designs","""Nicole""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT01644786","Storage of Head and Neck Tumor Samples in a Biobank for Future Genomic-based Research Aiming at Improved Outcome Prediction: "" The Head and Neck Tumor Biobank"".; The Head and Neck Tumor Biobank","rayyan-325728616","Storage of Head and Neck Tumor Samples in a Biobank for Future Genomic-based Research Aiming at Improved Outcome Prediction:  The Head and Neck Tumor Biobank.; The Head and Neck Tumor Biobank","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,prognosis,validation,Development,development","""Nicole""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT01709448","Predictive Modeling of Anal Dysplasia Progression in HIV; Modeling Study to Predict Progression of Anal Cancer Pre-cursor Lesions in HIV","rayyan-325728617","Predictive Modeling of Anal Dysplasia Progression in HIV; Modeling Study to Predict Progression of Anal Cancer Pre-cursor Lesions in HIV","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,prognosis,Development,development","""Nicole""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT01799421","Predictive Models of Risk Assessment of Febrile Neutropenia and Grade 3-4 Neutropenia in Patients With Non-hematological Cancer Treated With Conventional Chemotherapy.; Risk Assessment of Febrile Neutropenia and Grade 3-4 Neutropenia in Patients With Non-hematological Cancer Treated With Conventional Chemotherapy","rayyan-325728618","Predictive Models of Risk Assessment of Febrile Neutropenia and Grade 3-4 Neutropenia in Patients With Non-hematological Cancer Treated With Conventional Chemotherapy.; Risk Assessment of Febrile Neutropenia and Grade 3-4 Neutropenia in Patients With Non-hematological Cancer Treated With Conventional Chemotherapy","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,prognosis,Development,development | USER-NOTES: {""dn.borg""=>[""Is there sufficient information on this one?""]}","""Rex""=>""Included"", ""dn.borg""=>""Included"", ""dn.borg""=>[""Is there sufficient information on this one?""]",2,0,0,2,0,"Include","Include"
"NCT01802398","Improving Syncope Risk Stratification in Older Adults; Improving Syncope Risk Stratification in Older Adults","rayyan-325728619","Improving Syncope Risk Stratification in Older Adults; Improving Syncope Risk Stratification in Older Adults","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,prognosis,Development,development","""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT01838148","BASEL VIII Trial - Biochemical and Electrocardiographic Signatures in the Detection of Exercise-induced Myocardial Ischemia; Biochemical and Electrocardiographic Signatures in the Detection of Exercise-induced Myocardial Ischemia","rayyan-325728620","BASEL VIII Trial - Biochemical and Electrocardiographic Signatures in the Detection of Exercise-induced Myocardial Ischemia; Biochemical and Electrocardiographic Signatures in the Detection of Exercise-induced Myocardial Ischemia","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,diagnosis,prognosis,Diagnostic,Development,development,multiple designs | USER-NOTES: {""dn.borg""=>[""I think this one is both diagnostic and prognostic""]}","""Rex""=>""Included"", ""dn.borg""=>""Included"", ""dn.borg""=>[""I think this one is both diagnostic and prognostic""]",2,0,0,2,0,"Include","Include"
"NCT01840306","Exosomal and Free Extracellular RNAs and Proteins as Predictive Biomarkers for HER2 Therapies in Breast Cancer; Exosomal and Free Extracellular RNAs and Proteins as Predictive Biomarkers for HER2 Therapies in Breast Cancer","rayyan-325728621","Exosomal and Free Extracellular RNAs and Proteins as Predictive Biomarkers for HER2 Therapies in Breast Cancer; Exosomal and Free Extracellular RNAs and Proteins as Predictive Biomarkers for HER2 Therapies in Breast Cancer","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: prognosis,Diagnostic,Development,development","""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT01902407","Dynamic Computational Modeling of Obstructive Sleep Apnea in Down Syndrome; Computer Models of Airways in Children and Young Adults With Sleep Apnea and Down Syndrome","rayyan-325728623","Dynamic Computational Modeling of Obstructive Sleep Apnea in Down Syndrome; Computer Models of Airways in Children and Young Adults With Sleep Apnea and Down Syndrome","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: prognosis,Diagnostic,Development,development","""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT01915615","HCMR - Novel Markers of Prognosis in Hypertrophic Cardiomyopathy; HCMR - Novel Markers of Prognosis in Hypertrophic Cardiomyopathy","rayyan-325728624","HCMR - Novel Markers of Prognosis in Hypertrophic Cardiomyopathy; HCMR - Novel Markers of Prognosis in Hypertrophic Cardiomyopathy","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included"", ""dn.borg""=>""Maybe""} | RAYYAN-LABELS: prognosis,Diagnostic,Development,development | USER-NOTES: {""dn.borg""=>[""Some of the language in here is confusing.""]}","""Nicole""=>""Included"", ""Rex""=>""Included"", ""dn.borg""=>""Maybe"", ""dn.borg""=>[""Some of the language in here is confusing.""]",2,0,1,2,0,"Include","Include"
"NCT01935232","Validation of Bindex Bone Ultrasonometer for Osteoporosis Diagnostics; Bindex Ultrasonometer for Osteoporosis Diagnostics","rayyan-325728625","Validation of Bindex Bone Ultrasonometer for Osteoporosis Diagnostics; Bindex Ultrasonometer for Osteoporosis Diagnostics","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: diagnosis,Diagnostic,validation,Development","""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT01962506","Diagnostic Utility of Copeptin in Addition to High-sensitivity Cardiac Troponin for the Early Diagnosis of Non-ST-Elevation Acute Coronary Syndromes - The COPACS Study; Diagnostic Utility of Copeptin in Addition to High-sensitivity Cardiac Troponin for the Early Diagnosis of NSTE-ACS","rayyan-325728627","Diagnostic Utility of Copeptin in Addition to High-sensitivity Cardiac Troponin for the Early Diagnosis of Non-ST-Elevation Acute Coronary Syndromes - The COPACS Study; Diagnostic Utility of Copeptin in Addition to High-sensitivity Cardiac Troponin for the Early Diagnosis of NSTE-ACS","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: diagnosis,Diagnostic,Development,development","""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT01985984","Outcome Prediction in Head&Neck Cancer Patients After Radiotherapy Using Multi-parameter Modelling: Disease Control; Toxicity and Quality of Life; Outcome Prediction in Head&Neck Cancer Patients After Radiotherapy","rayyan-325728628","Outcome Prediction in Head&Neck Cancer Patients After Radiotherapy Using Multi-parameter Modelling: Disease Control; Toxicity and Quality of Life; Outcome Prediction in Head&Neck Cancer Patients After Radiotherapy","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included""} | RAYYAN-LABELS: prognosis,development","""Nicole""=>""Included"", ""Rex""=>""Included""",2,0,0,2,0,"Include","Include"
