"key","title_old","key","title","notes","decision","n_include","n_exclude","n_maybe","n_decisions","to_screen","final_decision","final_decision_conflict"
"NCT05260281","Performance Evaluation of Artificial Intelligence Assisted Diabetic Retinopathy Grading in the Leuven University Hospital: Can Technology Improve the Resident?; Performance Evaluation of Artificial Intelligence Assisted Diabetic Retinopathy Grading in the Leuven University Hospital: Can Technology Improve the Resident?","rayyan-325728564","Performance Evaluation of Artificial Intelligence Assisted Diabetic Retinopathy Grading in the Leuven University Hospital: Can Technology Improve the Resident?; Performance Evaluation of Artificial Intelligence Assisted Diabetic Retinopathy Grading in the Leuven University Hospital: Can Technology Improve the Resident?","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: diagnosis,Diagnostic,Validation,validation","""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT05262322","A Descriptive Non-interventional Study to Evaluate the Use of Direct Oral Anticoagulants in UK Clinical Practice for Patients With a First Stroke Attributable to Nonvalvular Atrial Fibrillation; Study to Evaluate the Use of Direct Oral Anticoagulants in UK Clinical Practice For Patients With a First Stroke Attributable to Nonvalvular Atrial Fibrillation","rayyan-325728565","A Descriptive Non-interventional Study to Evaluate the Use of Direct Oral Anticoagulants in UK Clinical Practice for Patients With a First Stroke Attributable to Nonvalvular Atrial Fibrillation; Study to Evaluate the Use of Direct Oral Anticoagulants in UK Clinical Practice For Patients With a First Stroke Attributable to Nonvalvular Atrial Fibrillation","RAYYAN-INCLUSION: {""Rex""=>""Excluded"", ""dn.borg""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong study design","""Rex""=>""Excluded"", ""dn.borg""=>""Excluded""",0,2,0,2,0,"Exclude","Exclude"
"NCT00092235","Natural History Study of Clinical and Biological Factors Determining Outcomes in Chronic Graft-Versus-Host Disease; Natural History Study of Clinical and Biological Factors Determining Outcomes in Chronic Graft-Versus-Host Disease","rayyan-325728566","Natural History Study of Clinical and Biological Factors Determining Outcomes in Chronic Graft-Versus-Host Disease; Natural History Study of Clinical and Biological Factors Determining Outcomes in Chronic Graft-Versus-Host Disease","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,Development | USER-NOTES: {""Nicole""=>[""outcome not stated""], ""Rex""=>[""DECISION:INCLUDE""]}","""Nicole""=>""Excluded"", ""dn.borg""=>""Included"", ""Nicole""=>[""outcome not stated""], ""Rex""=>[""DECISION:INCLUDE""]",1,1,0,2,0,"Include","Include"
"NCT00109525","Early Diagnosis of Nosocomial Candidiasis Study; Early Diagnosis of Candidiasis in Premature Infants","rayyan-325728567","Early Diagnosis of Nosocomial Candidiasis Study; Early Diagnosis of Candidiasis in Premature Infants","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Diagnostic,Development | USER-NOTES: {""Nicole""=>[""I dont think they are using 'clinical predictive model' correctly...summary implies they are testing validity of one-off clinical tests""], ""Rex""=>[""DECISION:EXCLUDE""]}","""Nicole""=>""Excluded"", ""dn.borg""=>""Included"", ""Nicole""=>[""I dont think they are using 'clinical predictive model' correctly...summary implies they are testing validity of one-off clinical tests""], ""Rex""=>[""DECISION:EXCLUDE""]",1,1,0,2,0,"Exclude","Exclude"
"NCT00123708","Hypertonia in Patients With Cerebral Palsy; Hypertonia in Patients With Cerebral Palsy","rayyan-325728568","Hypertonia in Patients With Cerebral Palsy; Hypertonia in Patients With Cerebral Palsy","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""dn.borg""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong study design","""Nicole""=>""Excluded"", ""dn.borg""=>""Excluded""",0,2,0,2,0,"Exclude","Exclude"
"NCT00160940","Differential Gene Expression in Liver Tissue and Blood From Individuals With Chronic Viral Hepatitis With or Without a Complicating Hepatoma or Autoimmune Liver Disease; Differential Gene Expression of Liver Tissue and Blood From Individuals With Chronic Viral Hepatitis","rayyan-325728569","Differential Gene Expression in Liver Tissue and Blood From Individuals With Chronic Viral Hepatitis With or Without a Complicating Hepatoma or Autoimmune Liver Disease; Differential Gene Expression of Liver Tissue and Blood From Individuals With Chronic Viral Hepatitis","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,diagnosis,prognosis,Development,development","""Nicole""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT00167336","Developing an Instrument to Measure Personal Keyboarding Style; Developing an Instrument to Measure Personal Keyboarding Style","rayyan-325728570","Developing an Instrument to Measure Personal Keyboarding Style; Developing an Instrument to Measure Personal Keyboarding Style","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Diagnostic,Development | USER-NOTES: {""Nicole""=>[""wrong outcome""], ""Rex""=>[""DECISION:EXCLUDE""]}","""Nicole""=>""Excluded"", ""dn.borg""=>""Included"", ""Nicole""=>[""wrong outcome""], ""Rex""=>[""DECISION:EXCLUDE""]",1,1,0,2,0,"Exclude","Exclude"
"NCT00224172","Ambulatory Care Characteristics as Predictors of Mortality and Re-Admission; Ambulatory Care Characteristics as Predictors of Mortality and Re-Admission","rayyan-325728571","Ambulatory Care Characteristics as Predictors of Mortality and Re-Admission; Ambulatory Care Characteristics as Predictors of Mortality and Re-Admission","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,prognosis,Development,development | USER-NOTES: {""Nicole""=>[""good example of study with a too broad patient population""]}","""Nicole""=>""Included"", ""dn.borg""=>""Included"", ""Nicole""=>[""good example of study with a too broad patient population""]",2,0,0,2,0,"Include","Include"
"NCT00481234","Heart Rate Variability for Prediction of Incidence of Cardiac Ischemia and Cardiovascular Events After General Anesthesia in High Risk Patients; Heart Rate Variability for Prediction of Perioperative Events","rayyan-325728572","Heart Rate Variability for Prediction of Incidence of Cardiac Ischemia and Cardiovascular Events After General Anesthesia in High Risk Patients; Heart Rate Variability for Prediction of Perioperative Events","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,prognosis,Validation,Development,development","""Nicole""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT00521976","An Investigation of Activated Factor XII (Fxlla) as a Prognostic Marker.; Risk Markers in the Acute Coronary Syndromes","rayyan-325728573","An Investigation of Activated Factor XII (Fxlla) as a Prognostic Marker.; Risk Markers in the Acute Coronary Syndromes","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,Development | USER-NOTES: {""Nicole""=>[""biomarker study""], ""Rex""=>[""DECISION:EXCLUDE""]}","""Nicole""=>""Excluded"", ""dn.borg""=>""Included"", ""Nicole""=>[""biomarker study""], ""Rex""=>[""DECISION:EXCLUDE""]",1,1,0,2,0,"Exclude","Exclude"
"NCT00590616","Utility of Clinical Examination in the Noninvasive Prediction of Aortic Atheroma - A Prospective Study; Utility of Clinical Examination in the Noninvasive Prediction of Aortic Atheroma - A Prospective Study","rayyan-325728574","Utility of Clinical Examination in the Noninvasive Prediction of Aortic Atheroma - A Prospective Study; Utility of Clinical Examination in the Noninvasive Prediction of Aortic Atheroma - A Prospective Study","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,diagnosis,Development,development | USER-NOTES: {""dn.borg""=>[""Correlation language, but also mention risk score.""]}","""Nicole""=>""Included"", ""dn.borg""=>""Included"", ""dn.borg""=>[""Correlation language, but also mention risk score.""]",2,0,0,2,0,"Include","Include"
"NCT00600717","Localizing Functional Brain Cortices and Epileptogenic Zones With High Frequency Brain Signals; Clinical Applications of High-Frequency Oscillations","rayyan-325728575","Localizing Functional Brain Cortices and Epileptogenic Zones With High Frequency Brain Signals; Clinical Applications of High-Frequency Oscillations","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""dn.borg""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong study design","""Nicole""=>""Excluded"", ""dn.borg""=>""Excluded""",0,2,0,2,0,"Exclude","Exclude"
"NCT00604773","Incidence of Delirium in Critically Ill Patients in a Dutch University Hospital; Incidence of Delirium in Critically Ill Patients in a Dutch University Hospital","rayyan-325728576","Incidence of Delirium in Critically Ill Patients in a Dutch University Hospital; Incidence of Delirium in Critically Ill Patients in a Dutch University Hospital","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included"", ""dn.borg""=>""Maybe""} | RAYYAN-LABELS: Prognosis,diagnosis,Development,development","""Nicole""=>""Included"", ""Rex""=>""Included"", ""dn.borg""=>""Maybe""",2,0,1,2,0,"Include","Include"
"NCT00737945","Incremental Significance of Endothelial Function Assessed by Reactive Hyperemia Peripheral Arterial Tonometry to Improve Risk Stratification in High Risk Patients for Cardiovascular Events; Prognostic Value of Endothelial Dysfunction and Coronary Complexity","rayyan-325728577","Incremental Significance of Endothelial Function Assessed by Reactive Hyperemia Peripheral Arterial Tonometry to Improve Risk Stratification in High Risk Patients for Cardiovascular Events; Prognostic Value of Endothelial Dysfunction and Coronary Complexity","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""dn.borg""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong study design | USER-NOTES: {""Nicole""=>[""not clear that a prediction model is being developed""]}","""Nicole""=>""Excluded"", ""dn.borg""=>""Excluded"", ""Nicole""=>[""not clear that a prediction model is being developed""]",0,2,0,2,0,"Exclude","Exclude"
"NCT00767130","DNA Diagnostic System for Statin Safety and Efficacy; DNA Diagnostic System for Statin Safety and Efficacy","rayyan-325728578","DNA Diagnostic System for Statin Safety and Efficacy; DNA Diagnostic System for Statin Safety and Efficacy","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Diagnostic,Development | USER-NOTES: {""Rex""=>[""DECISION:EXCLUDE""]}","""Nicole""=>""Excluded"", ""dn.borg""=>""Included"", ""Rex""=>[""DECISION:EXCLUDE""]",1,1,0,2,0,"Exclude","Exclude"
"NCT00809575","Prognostic Significance and Longitudinal Assessment of Patient-reported Quality of Life and Symptoms in Myelodysplastic Syndromes. A Large-scale International; Observational Study: PROMYS Study; Quality of Life and Symptoms in Patients With Newly Diagnosed Myelodysplastic Syndromes","rayyan-325728579","Prognostic Significance and Longitudinal Assessment of Patient-reported Quality of Life and Symptoms in Myelodysplastic Syndromes. A Large-scale International; Observational Study: PROMYS Study; Quality of Life and Symptoms in Patients With Newly Diagnosed Myelodysplastic Syndromes","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,prognosis,Development,development","""Nicole""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT00821379","Complications of PCOS Pregnancy: Evaluating Risk; CoPPer Study - Complications of Polycystic Ovary Syndrome (PCOS) Pregnancy: Evaluating Risk","rayyan-325728580","Complications of PCOS Pregnancy: Evaluating Risk; CoPPer Study - Complications of Polycystic Ovary Syndrome (PCOS) Pregnancy: Evaluating Risk","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,prognosis,Development,development","""Nicole""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT00875251","Growth and Body Composition of Very Low Birth Weight Infants Compared With Infants Birth at Term; Growth and Body Composition in Preterm Infants","rayyan-325728581","Growth and Body Composition of Very Low Birth Weight Infants Compared With Infants Birth at Term; Growth and Body Composition in Preterm Infants","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""dn.borg""=>""Excluded""} | RAYYAN-LABELS: multivariable analysis | RAYYAN-EXCLUSION-REASONS: wrong study design","""Nicole""=>""Excluded"", ""dn.borg""=>""Excluded""",0,2,0,2,0,"Exclude","Exclude"
"NCT00947804","Phase 1 - Pilot Study to Validate the Simple Acute Coronary Syndrome Score; an Acute Coronary Syndrome (ACS) Risk Stratification Tool; Study to Validate Simple Acute Coronary Syndrome Score","rayyan-325728582","Phase 1 - Pilot Study to Validate the Simple Acute Coronary Syndrome Score; an Acute Coronary Syndrome (ACS) Risk Stratification Tool; Study to Validate Simple Acute Coronary Syndrome Score","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: diagnosis,Diagnostic,Validation,validation,clinical score","""Nicole""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT00961389","Validating a Delirium Prediction Model for Critically Ill Patients; Validating a Delirium Prediction Model for Critically Ill Patients","rayyan-325728583","Validating a Delirium Prediction Model for Critically Ill Patients; Validating a Delirium Prediction Model for Critically Ill Patients","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included"", ""dn.borg""=>""Maybe""} | RAYYAN-LABELS: Prognosis,diagnosis,validation,Development | USER-NOTES: {""dn.borg""=>[""Limited info.""]}","""Nicole""=>""Included"", ""Rex""=>""Included"", ""dn.borg""=>""Maybe"", ""dn.borg""=>[""Limited info.""]",2,0,1,2,0,"Include","Include"
"NCT01029665","Early Childhood Follow-up of Congenital Diaphragmatic Hernia Survivors; Early Childhood Follow-up of Congenital Diaphragmatic Hernia Survivors","rayyan-325728584","Early Childhood Follow-up of Congenital Diaphragmatic Hernia Survivors; Early Childhood Follow-up of Congenital Diaphragmatic Hernia Survivors","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""Rex""=>""Excluded"", ""dn.borg""=>""Maybe""} | RAYYAN-LABELS: Prognosis,Development | USER-NOTES: {""dn.borg""=>[""I'm not sure if this counts as develop a model.""]}","""Nicole""=>""Excluded"", ""Rex""=>""Excluded"", ""dn.borg""=>""Maybe"", ""dn.borg""=>[""I'm not sure if this counts as develop a model.""]",0,2,1,2,0,"Exclude","Exclude"
"NCT01066286","Genome Wide SNP Array-based Approach to Detect Micro-cytogenetic Lesions and KIT Mutation to Improve Treatment Outcomes in Patients With Core-binding Factor Positive Acute Myeloid Leukemia; Genome Wide SNP Array-based Approach to Detect Micro-cytogenetic Lesions and KIT Mutation to Improve Treatment Outcomes in Patients With Core-binding Factor Positive Acute Myeloid Leukemia","rayyan-325728585","Genome Wide SNP Array-based Approach to Detect Micro-cytogenetic Lesions and KIT Mutation to Improve Treatment Outcomes in Patients With Core-binding Factor Positive Acute Myeloid Leukemia; Genome Wide SNP Array-based Approach to Detect Micro-cytogenetic Lesions and KIT Mutation to Improve Treatment Outcomes in Patients With Core-binding Factor Positive Acute Myeloid Leukemia","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,prognosis,Development,development","""Nicole""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT01079507","Genome-wide Single Nucleotide Polymorphism (SNP) Array-based Approach to Predict Chemoresponse and Survival in Patients With Acute Lymphoblastic Leukemia; Genome-wide Single Nucleotide Polymorphism (SNP) Array-based Approach to Predict Chemoresponse and Survival in Patients With Acute Lymphoblastic Leukemia","rayyan-325728586","Genome-wide Single Nucleotide Polymorphism (SNP) Array-based Approach to Predict Chemoresponse and Survival in Patients With Acute Lymphoblastic Leukemia; Genome-wide Single Nucleotide Polymorphism (SNP) Array-based Approach to Predict Chemoresponse and Survival in Patients With Acute Lymphoblastic Leukemia","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,prognosis,Validation,validation,Development,development","""Nicole""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT01079728","Prediction of Stroke-associated Pneumonia; Prediction of Stroke-associated Pneumonia","rayyan-325728587","Prediction of Stroke-associated Pneumonia; Prediction of Stroke-associated Pneumonia","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,prognosis,validation,Development,development | USER-NOTES: {""Nicole""=>[""coded as prognosis as conditional on stroke""]}","""Nicole""=>""Included"", ""dn.borg""=>""Included"", ""Nicole""=>[""coded as prognosis as conditional on stroke""]",2,0,0,2,0,"Include","Include"
"NCT01106144","Genetic Predictive Model Based on Single Nucleotide Polymorphisms in the DNA Repair Pathway and Drug Metabolis/Transport Pharmacogenetics in the Prediction of Response and Treatment Outcomes in Acute Myeloid Leukemia; Genetic Predictive Model Based on Single Nucleotide Polymorphisms in the DNA Repair Pathway and Drug Metabolis/Transport Pharmacogenetics in the Prediction of Response and Treatment Outcomes in Acute Myeloid Leukemia","rayyan-325728588","Genetic Predictive Model Based on Single Nucleotide Polymorphisms in the DNA Repair Pathway and Drug Metabolis/Transport Pharmacogenetics in the Prediction of Response and Treatment Outcomes in Acute Myeloid Leukemia; Genetic Predictive Model Based on Single Nucleotide Polymorphisms in the DNA Repair Pathway and Drug Metabolis/Transport Pharmacogenetics in the Prediction of Response and Treatment Outcomes in Acute Myeloid Leukemia","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""dn.borg""=>""Excluded""} | RAYYAN-LABELS: multivariable analysis | RAYYAN-EXCLUSION-REASONS: wrong study design","""Nicole""=>""Excluded"", ""dn.borg""=>""Excluded""",0,2,0,2,0,"Exclude","Exclude"
"NCT01130402","A Real-time and Computerized Sonographic Scoring System for Predicting Malignant Cervical Lymphadenopathy; A Real-time and Computerized Sonographic Reporting System in Predicting Malignant Cervical Lymphadenopathy","rayyan-325728589","A Real-time and Computerized Sonographic Scoring System for Predicting Malignant Cervical Lymphadenopathy; A Real-time and Computerized Sonographic Reporting System in Predicting Malignant Cervical Lymphadenopathy","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included"", ""dn.borg""=>""Maybe""} | RAYYAN-LABELS: diagnosis,validation,development | USER-NOTES: {""dn.borg""=>[""Limited info.""], ""Nicole""=>[""past tense""]}","""Nicole""=>""Included"", ""Rex""=>""Included"", ""dn.borg""=>""Maybe"", ""dn.borg""=>[""Limited info.""], ""Nicole""=>[""past tense""]",2,0,1,2,0,"Include","Include"
"NCT01142674","Prospective Collection of Data in Pts With Peripheral T-Cell Lymphoma: PTCL;NOS;AITL; Extranodal NK/T-cell;Enteropathy-type; Hepatosplenic Î³-Î´; Subcutaneous Panniculitis-like; ALCL;Primary Systemic Type. By the Intl. T-Cell Lymphoma Project; T-Cell Project: Prospective Collection of Data in Patients With Peripheral T-Cell Lymphoma","rayyan-325728590","Prospective Collection of Data in Pts With Peripheral T-Cell Lymphoma: PTCL;NOS;AITL; Extranodal NK/T-cell;Enteropathy-type; Hepatosplenic ÃŽÂ³-ÃŽÂ´; Subcutaneous Panniculitis-like; ALCL;Primary Systemic Type. By the Intl. T-Cell Lymphoma Project; T-Cell Project: Prospective Collection of Data in Patients With Peripheral T-Cell Lymphoma","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,Development | USER-NOTES: {""Rex""=>[""DECISION:EXCLUDE"", ""BIOMARKERS + REGISTRY""]}","""Nicole""=>""Excluded"", ""dn.borg""=>""Included"", ""Rex""=>[""DECISION:EXCLUDE"", ""BIOMARKERS + REGISTRY""]",1,1,0,2,0,"Exclude","Exclude"
"NCT01144481","Prospective Identification of Risk Factors for Skeletal Related Events in Breast Cancer Patients Receiving Bisphosphonates for Bone Metastases; Risk Factors for Skeletal Related Events in Breast Cancer Patients Receiving Bisphosphonates for Bone Metastases","rayyan-325728591","Prospective Identification of Risk Factors for Skeletal Related Events in Breast Cancer Patients Receiving Bisphosphonates for Bone Metastases; Risk Factors for Skeletal Related Events in Breast Cancer Patients Receiving Bisphosphonates for Bone Metastases","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,prognosis,Development,development","""Nicole""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT01166360","The Prognostic Relevance of Cerebral Oxygen Saturation; NTproBNP and Preoperative Creatinine Clearance in Cardiac Surgical Patients; Amendment 4: the Prognostic Relevance of Growth Differentiation Factor 15 (GDF-15) and High Sensitive Troponin-t (hsTnT); The Usefulness of Growth Differentiation Factor 15 (GDF-15) for Risk Stratification in Cardiac Surgery","rayyan-325728592","The Prognostic Relevance of Cerebral Oxygen Saturation; NTproBNP and Preoperative Creatinine Clearance in Cardiac Surgical Patients; Amendment 4: the Prognostic Relevance of Growth Differentiation Factor 15 (GDF-15) and High Sensitive Troponin-t (hsTnT); The Usefulness of Growth Differentiation Factor 15 (GDF-15) for Risk Stratification in Cardiac Surgery","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,prognosis,Validation,validation,Development,development","""Nicole""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT01185587","Sodium Channel Splicing in Heart Failure Trial; Sodium Channel Splicing in Heart Failure Trial","rayyan-325728593","Sodium Channel Splicing in Heart Failure Trial; Sodium Channel Splicing in Heart Failure Trial","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""dn.borg""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong study design","""Nicole""=>""Excluded"", ""dn.borg""=>""Excluded""",0,2,0,2,0,"Exclude","Exclude"
"NCT01194024","Burn Multicenter Proposal: Development of an Inhalation Injury Scoring System to Predict Severity of Inhalation Injury; Scoring System for Inhalation Injury","rayyan-325728594","Burn Multicenter Proposal: Development of an Inhalation Injury Scoring System to Predict Severity of Inhalation Injury; Scoring System for Inhalation Injury","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,diagnosis,Development,development | USER-NOTES: {""dn.borg""=>[""limited info but i select include. ""]}","""Nicole""=>""Included"", ""dn.borg""=>""Included"", ""dn.borg""=>[""limited info but i select include. ""]",2,0,0,2,0,"Include","Include"
"NCT01286155","Epidemiology of Barrett's Esophagus: A Population Based Study; Epidemiology of Barrett's Esophagus: A Population Based Study","rayyan-325728595","Epidemiology of Barrett's Esophagus: A Population Based Study; Epidemiology of Barrett's Esophagus: A Population Based Study","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,Diagnostic,Development | USER-NOTES: {""Nicole""=>[""population based""], ""Rex""=>[""DECISION:EXCLUDE""]}","""Nicole""=>""Excluded"", ""dn.borg""=>""Included"", ""Nicole""=>[""population based""], ""Rex""=>[""DECISION:EXCLUDE""]",1,1,0,2,0,"Exclude","Exclude"
"NCT01288963","The High-Dose Aldesleukin (IL-2) ""SELECT"" Trial: A Prospective Tissue Collection Protocol to Investigate Predictive Models of Response to High-Dose IL-2 Treatments in Patients With Advance Melanoma; IL-2 ""SELECT"" Tissue Collection Protocol in Patients With Advanced Melanoma","rayyan-325728596","The High-Dose Aldesleukin (IL-2) SELECT Trial: A Prospective Tissue Collection Protocol to Investigate Predictive Models of Response to High-Dose IL-2 Treatments in Patients With Advance Melanoma; IL-2 SELECT Tissue Collection Protocol in Patients With Advanced Melanoma","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""dn.borg""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong study design | USER-NOTES: {""dn.borg""=>[""interest seems like treatment response heterogeneity.""], ""Nicole""=>[""biomarker study""]}","""Nicole""=>""Excluded"", ""dn.borg""=>""Excluded"", ""dn.borg""=>[""interest seems like treatment response heterogeneity.""], ""Nicole""=>[""biomarker study""]",0,2,0,2,0,"Exclude","Exclude"
"NCT01325155","Effect of Air Pollution in the Haifa Bay Area on Cardiovascular Morbidity and Mortality; Effect of Air Pollution in the Haifa Bay Area on Cardiovascular Morbidity and Mortality","rayyan-325728597","Effect of Air Pollution in the Haifa Bay Area on Cardiovascular Morbidity and Mortality; Effect of Air Pollution in the Haifa Bay Area on Cardiovascular Morbidity and Mortality","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""Rex""=>""Excluded"", ""dn.borg""=>""Maybe""} | RAYYAN-LABELS: Diagnostic,Development | USER-NOTES: {""dn.borg""=>[""I called this diagnostic but i'm not sure if its accurate because its about ED visits.""]}","""Nicole""=>""Excluded"", ""Rex""=>""Excluded"", ""dn.borg""=>""Maybe"", ""dn.borg""=>[""I called this diagnostic but i'm not sure if its accurate because its about ED visits.""]",0,2,1,2,0,"Exclude","Exclude"
"NCT01353547","Integrating Genetic and Environmental Risk Scores Into an Algorithm to Predict Multiple Sclerosis Susceptibility; Genes and Environment in Multiple Sclerosis","rayyan-325728598","Integrating Genetic and Environmental Risk Scores Into an Algorithm to Predict Multiple Sclerosis Susceptibility; Genes and Environment in Multiple Sclerosis","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: diagnosis,Diagnostic,Development,development","""Nicole""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT01361451","Myotrace: A Phase II Evaluation of a Novel Critical Illness Monitoring System; Myotrace: An Evaluation of a Novel Critical Illness Monitoring System","rayyan-325728599","Myotrace: A Phase II Evaluation of a Novel Critical Illness Monitoring System; Myotrace: An Evaluation of a Novel Critical Illness Monitoring System","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,Development | USER-NOTES: {""Rex""=>[""DECISION:EXCLUDE""]}","""Nicole""=>""Excluded"", ""dn.borg""=>""Included"", ""Rex""=>[""DECISION:EXCLUDE""]",1,1,0,2,0,"Exclude","Exclude"
"NCT01363856","Center for Stroke Research Berlin (CSB) Prospective Stroke Cohort; Center for Stroke Research Berlin (CSB) Prospective Stroke Cohort","rayyan-325728600","Center for Stroke Research Berlin (CSB) Prospective Stroke Cohort; Center for Stroke Research Berlin (CSB) Prospective Stroke Cohort","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,prognosis,Validation,validation,Development,development","""Nicole""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT01369407","REVIVE-IT Registry (REVIVAL: Registry Evaluation of Vital Information For VADs in Ambulatory Life); REGISTRY EVALUATION OF VITAL INFORMATION FOR VADs IN AMBULATORY LIFE","rayyan-325728601","REVIVE-IT Registry (REVIVAL: Registry Evaluation of Vital Information For VADs in Ambulatory Life); REGISTRY EVALUATION OF VITAL INFORMATION FOR VADs IN AMBULATORY LIFE","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,Development | USER-NOTES: {""Rex""=>[""DECISION:EXCLUDE""]}","""Nicole""=>""Excluded"", ""dn.borg""=>""Included"", ""Rex""=>[""DECISION:EXCLUDE""]",1,1,0,2,0,"Exclude","Exclude"
