NCT,study_start,final_decision,study_posted,overall_status,PMID,match,reject_reason,title,abstract,grant_info,pub_date,pub_type_ui,doi,registration,pub_after_study_start,posted_before_pub,NCT_in_main_text,note
NCT05112770,1/11/2021,include,9/11/2021,Not yet recruiting,34923958,0,NA,Improve in-depth immunological risk assessment to optimize genetic-compatibility and clinical outcomes in child and adolescent recipients of parental donor kidney transplants: protocol for the INCEPTION study.,"Parental donor kidney transplantation is the most common treatment option for children and adolescents with kidney failure. Emerging data from observational studies have reported improved short- and medium-term allograft outcomes in recipients of paternal compared to maternal donors. The INCEPTION study aims to identify potential differences in immunological compatibility between maternal and paternal donor kidneys and ascertain how this affects kidney allograft outcomes in children and adolescents with kidney failure.This longitudinal observational study will recruit kidney transplant recipients aged ≤18 years who have received a parental donor kidney transplant across 4 countries (Australia, New Zealand, United Kingdom and the Netherlands) between 1990 and 2020. High resolution human leukocyte antigen (HLA) typing of both recipients and corresponding parental donors will be undertaken, to provide an in-depth assessment of immunological compatibility. The primary outcome is a composite of de novo donor-specific anti-HLA antibody (DSA), biopsy-proven acute rejection or allograft loss up to 60-months post-transplantation. Secondary outcomes are de novo DSA, biopsy-proven acute rejection, acute or chronic antibody mediated rejection or Chronic Allograft Damage Index (CADI) score of > 1 on allograft biopsy post-transplant, allograft function, proteinuria and allograft loss. Using principal component analysis and Cox proportional hazards regression modelling, we will determine the associations between defined sets of immunological and clinical parameters that may identify risk stratification for the primary and secondary outcome measures among young people accepting a parental donor kidney for transplantation. This study design will allow us to specifically investigate the relative importance of accepting a maternal compared to paternal donor, for families deciding on the best option for donation.The INCEPTION study findings will explore potentially differential immunological risks of maternal and paternal donor kidneys for transplantation among children and adolescents. Our study will provide the evidence base underpinning the selection of parental donor in order to achieve the best projected long-term kidney transplant and overall health outcomes for children and adolescents, a recognized vulnerable population.The INCEPTION study has been registered with the Australian New Zealand Clinical Trials Registry, with the trial registration number of ACTRN12620000911998 (14th September 2020).© 2021. The Author(s).",NA,21/12/2021,D000078325;D016428;D013485,10.1186/s12882-021-02619-0,NA,1,1,,
NCT05116319,15/12/2021,include,11/11/2021,Not yet recruiting,36201772,0,NA,One-Step Compared With Two-Step Gestational Diabetes Screening and Pregnancy Outcomes: A Systematic Review and Meta-analysis.,"To estimate short-term maternal and neonatal outcomes with one-compared with two-step testing for gestational diabetes mellitus (GDM).A systematic review of randomized controlled trials (RCTs) and observational studies comparing one-step and two-step GDM testing strategies before September 2021 was conducted. We searched Ovid Medline (1946-), EMBASE (1947-), Scopus (1960-), Cochrane Central, and ClinicalTrials.gov . The primary outcome was rate of large-for-gestational age (LGA) neonates. Secondary outcomes were clinically relevant outcomes for GDM that were selected a priori.Titles, abstracts, and manuscripts were screened, selected, and reviewed by the first two authors. Four RCTs (24,966 patients) and 13 observational studies (710,677 patients) were analyzed.Pooled relative risks (RRs) were calculated with 95% CIs using random-effects models and were plotted graphically with forest plots. Study heterogeneity was evaluated using Cochran Q and Higgins I 2 tests. The quality of studies that met the inclusion criteria was evaluated with the Downs and Black checklist. Publication bias was assessed by using asymmetry of funnel plots and Harbord's test. There was no difference in the rate of LGA neonates (pooled RR 0.95; 95% CI 0.88-1.04) by testing strategy among RCTs, but patients who underwent one-step testing were more likely to be diagnosed with GDM (pooled RR 2.13; 95% CI 1.61-2.82) and treated with diabetes medications (pooled RR 2.24; 95% CI 1.21-4.15). One-step testing was associated with higher rates of neonatal intensive care unit (NICU) admission (pooled RR 1.12; 95% CI 1.00-1.26) and neonatal hypoglycemia (pooled RR 1.23; 95% CI 1.13-1.34). In analysis of high-quality RCTs and observational studies, one-step testing was associated with a lower rate of LGA neonates (pooled RR 0.97; 95% CI 0.95-0.98), but higher rates of GDM diagnosis, treatment, NICU admission, and neonatal hypoglycemia.Despite a significant increase in GDM diagnosis and treatment with one-step testing, there is no difference in rate of LGA neonates compared with two-step testing among RCTs.PROSPERO, CRD42021252703.Copyright © 2022 by the American College of Obstetricians and Gynecologists. Published by Wolters Kluwer Health, Inc. All rights reserved.",K23 HD095075|NICHD NIH HHS|United States|P30 DK020579|NIDDK NIH HHS|United States|T32 HL130357|NHLBI NIH HHS|United States,7/10/2022,D017418;D000078182;D016428;D013485;D052061,10.1097/AOG.0000000000004943,NA,1,1,,
NCT05116423,10/11/2021,include,11/11/2021,Recruiting,35679462,0,NA,Developing and validating a mortality prediction model for ICH in ITP: a nationwide representative multicenter study.,"Intracranial hemorrhage (ICH) is a rare and life-threatening hemorrhagic event in patients with immune thrombocytopenia (ITP). However, its mortality and related risk factors remain unclear. Herein, we conducted a nationwide multicenter real-world study of ICH in adult ITP patients. According to data from 27 centers in China from 2005 to 2020, the mortality rate from ICH was 33.80% (48/142) in ITP adults. We identified risk factors by logistic univariate and multivariate logistic regression for 30-day mortality in a training cohort of 107 patients as follows: intraparenchymal hemorrhage (IPH), platelet count ≤10 × 109/L at ICH, a combination of serious infections, grade of preceding bleeding events, and Glasgow coma scale (GCS) level on admission. Accordingly, a prognostic model of 30-day mortality was developed based on the regression equation. Then, we evaluated the performance of the prognostic model through a bootstrap procedure for internal validation. Furthermore, an external validation with data from a test cohort with 35 patients from 11 other centers was conducted. The areas under the receiver operating characteristic (ROC) curves for the internal and external validation were 0.954 (95% confidence interval [CI], 0.910-0.998) and 0.942 (95% CI, 0.871-1.014), respectively. Both calibration plots illustrated a high degree of consistency in the estimated and observed risk. In addition, the decision curve analysis showed a considerable net benefit for patients. Thus, an application (47.94.162.105:8080/ich/) was established for users to predict 30-day mortality when ICH occurred in adult patients with ITP.© 2022 by The American Society of Hematology. Licensed under Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International (CC BY-NC-ND 4.0), permitting only noncommercial, nonderivative use with attribution. All other rights reserved.",NA,10/06/2022,D016428;D016448;D013485,10.1182/bloodadvances.2022007226,NA,1,1,,
NCT05117775,6/12/2021,include,11/11/2021,Not yet recruiting,35944904,0,NA,Transoral Robotic Surgery for Recurrent Tumors of the Upper Aerodigestive Tract (RECUT): An International Cohort Study.,"Transoral robotic surgery (TORS) is an emerging minimally invasive surgical treatment for residual, recurrent, and new primary head and neck cancers in previously irradiated fields, with limited evidence for its oncological effectiveness.A retrospective observational cohort study of consecutive cases performed in 16 high-volume international centers before August 2018 was conducted (registered at clinicaltrials.gov [NCT04673929] as the RECUT study). Overall survival (OS), disease-free survival, disease-specific survivals (DSS), and local control (LC) were calculated using Kaplan-Meier estimates, with subgroups compared using log-rank tests and Cox proportional hazards modeling for multivariable analysis. Maximally selected rank statistics determined the cut point for closest surgical resection margin based on LC.Data for 278 eligible patients were analyzed, with median follow-up of 38.5 months. Two-year and 5-year outcomes were 69.0% and 62.2% for LC, 71.8% and 49.8% for OS, 47.2% and 35.7% for disease-free survival, and 78.7% and 59.1% for disease-specific survivals. The most discriminating margin cut point was 1.0 mm; the 2-year LC was 80.9% above and 54.2% below or equal to 1.0 mm. Increasing age, current smoking, primary tumor classification, and narrow surgical margins (≤1.0 mm) were statistically significantly associated with lower OS. Hemorrhage with return to theater was seen in 8.1% (n = 22 of 272), and 30-day mortality was 1.8% (n = 5 of 272). At 1 year, 10.8% (n = 21 of 195) used tracheostomies, 33.8% (n = 66 of 195) used gastrostomies, and 66.3% (n = 53 of 80) had maintained or improved normalcy of diet scores.Data from international centers show TORS to treat head and neck cancers in previously irradiated fields yields favorable outcomes for LC and survival. Where feasible, TORS should be considered the preferred surgical treatment in the salvage setting.© The Author(s) 2022. Published by Oxford University Press. All rights reserved. For permissions, please email: journals.permissions@oup.com.",NA,10/08/2022,D016428;D064888;D013485,10.1093/jnci/djac130,NCT04673929,1,1,,
NCT05118126,1/11/2021,include,11/11/2021,Recruiting,35679462,0,NA,Developing and validating a mortality prediction model for ICH in ITP: a nationwide representative multicenter study.,"Intracranial hemorrhage (ICH) is a rare and life-threatening hemorrhagic event in patients with immune thrombocytopenia (ITP). However, its mortality and related risk factors remain unclear. Herein, we conducted a nationwide multicenter real-world study of ICH in adult ITP patients. According to data from 27 centers in China from 2005 to 2020, the mortality rate from ICH was 33.80% (48/142) in ITP adults. We identified risk factors by logistic univariate and multivariate logistic regression for 30-day mortality in a training cohort of 107 patients as follows: intraparenchymal hemorrhage (IPH), platelet count ≤10 × 109/L at ICH, a combination of serious infections, grade of preceding bleeding events, and Glasgow coma scale (GCS) level on admission. Accordingly, a prognostic model of 30-day mortality was developed based on the regression equation. Then, we evaluated the performance of the prognostic model through a bootstrap procedure for internal validation. Furthermore, an external validation with data from a test cohort with 35 patients from 11 other centers was conducted. The areas under the receiver operating characteristic (ROC) curves for the internal and external validation were 0.954 (95% confidence interval [CI], 0.910-0.998) and 0.942 (95% CI, 0.871-1.014), respectively. Both calibration plots illustrated a high degree of consistency in the estimated and observed risk. In addition, the decision curve analysis showed a considerable net benefit for patients. Thus, an application (47.94.162.105:8080/ich/) was established for users to predict 30-day mortality when ICH occurred in adult patients with ITP.© 2022 by The American Society of Hematology. Licensed under Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International (CC BY-NC-ND 4.0), permitting only noncommercial, nonderivative use with attribution. All other rights reserved.",NA,10/06/2022,D016428;D016448;D013485,10.1182/bloodadvances.2022007226,NA,1,1,,
NCT05124587,1/09/2021,include,18/11/2021,"Active, not recruiting",33014973,0,NA,Characteristic of 523 COVID-19 in Henan Province and a Death Prediction Model.,"Certain high-risk factors related to the death of COVID-19 have been reported, however, there were few studies on a death prediction model. This study was conducted to delineate the clinical characteristics of patients with coronavirus disease 2019 (covid-19) of different degree and establish a death prediction model. In this multi-centered, retrospective, observational study, we enrolled 523 COVID-19 cases discharged before February 20, 2020 in Henan Province, China, compared clinical data, screened for high-risk fatal factors, built a death prediction model and validated the model in 429 mild cases, six fatal cases discharged after February 16, 2020 from Henan and 14 cases from Wuhan. Out of the 523 cases, 429 were mild, 78 severe survivors, 16 non-survivors. The non-survivors with median age 71 were older and had more comorbidities than the mild and severe survivors. Non-survivors had a relatively delay in hospitalization, with higher white blood cell count, neutrophil percentage, D-dimer, LDH, BNP, and PCT levels and lower proportion of eosinophils, lymphocytes and albumin. Discriminative models were constructed by using random forest with 16 non-survivors and 78 severe survivors. Age was the leading risk factors for poor prognosis, with AUC of 0.907 (95% CI 0.831-0.983). Mixed model constructed with combination of age, demographics, symptoms, and laboratory findings at admission had better performance (p = 0.021) with a generalized AUC of 0.9852 (95% CI 0.961-1). We chose 0.441 as death prediction threshold (with 0.85 sensitivity and 0.987 specificity) and validated the model in 429 mild cases, six fatal cases discharged after February 16, 2020 from Henan and 14 cases from Wuhan successfully. Mixed model can accurately predict clinical outcomes of COVID-19 patients.Copyright © 2020 Ma, Li, Jiao, Shi, An, Feng, Xing, Liang, Chen, Li, Li, Ren, Sun, Cui, Zhou, Cheng, Jiao, Wang, Xing, Shen, Zhang, Xu and Yu.",NA,6/10/2020,D016428;D016448;D064888;D013485,10.3389/fpubh.2020.00475,NA,0,0,,
NCT05128006,6/12/2021,include,19/11/2021,Not yet recruiting,35351735,0,NA,Protocol for the IMPART study: IMplementation of the preterm birth surveillance PAthway - a RealisT evaluation.,"New guidance, from NHS England (Saving Babies Lives Care Bundle Version 2 Element 5 (SBLCBv2)) has recommended a best practice pathway for women at risk of preterm birth (the Preterm Birth Pathway). This is to help meet the Department of Health's aim to reduce preterm birth from 8% to 6% by 2025. Considering most hospitals do not currently have a preterm prevention clinic, implementing this pathway will require significant coordination.The study will aim to investigate key features of contexts, mechanisms and outcomes, and their interactions in the implementation of the asymptomatic prediction and prevention components of the SBLCBv2 Preterm Birth Surveillance Pathway. This will be through a theory driven realist evaluation, utilising mixed methods (interviews with staff and women, observational analysis and analysing routinely collected hospital and admin data) in three case sites in England. The study has a Project Advisory Group composed of five women who have recently given birth.The study has ethical approval (King's College London REC approval number: MRSP-20/21-20955, and, IRAS:289144). A dissemination plan will be fully created with the Project Advisory Group, and we anticipate this will include presenting at conferences, publications, webinars, alongside dissemination to the wider population through parent and baby groups, the media and charities.ISRCTN57127874.© Author(s) (or their employer(s)) 2022. Re-use permitted under CC BY-NC. No commercial re-use. See rights and permissions. Published by BMJ.",Department of Health|United Kingdom,31/03/2022,D016428,10.1136/bmjopen-2022-061302,ISRCTN57127874,1,1,,
NCT05132465,12/10/2021,include,24/11/2021,Recruiting,35502192,0,protocol,The Liverpool Heart And bRain Project (L-HARP): Protocol for an Observational Cohort Study of Cardiovascular Risk and Outcomes Following Stroke.,"Further research is needed to refine risk prediction models for adverse cardiovascular outcomes following stroke in contemporary clinical practice, such as incident atrial fibrillation (AF), recurrent stroke, and cognitive impairment and dementia. The aims of this study are to prospectively investigate cardiovascular outcomes and risk factors for incident cardiovascular disease in a post-stroke cohort, and to externally validate, refine and expand current risk prediction models for cardiovascular and cardiovascular-related outcomes. The study sample size was based on the development of post-stroke risk prediction models for AF and was calculated as 1222 participants. The study design is a multicentre, prospective, observational cohort study. Participants will be adult patients admitted for ischaemic stroke confirmed by stroke physician or transient ischaemic attack (TIA) confirmed by MRI. Routinely collected data will be used in addition to the completion of simple validated questionnaires by the participants. Follow-up will be undertaken 12-months from the date of admission to hospital, in addition to linkage to routinely collected follow-up hospitalisation and mortality data. The primary outcomes are cardiovascular outcomes (including incident AF, stroke, TIA and myocardial infarction) at 12-month follow-up, all-cause mortality and mortality from cardiovascular causes, and incident cognitive impairment and dementia. Secondary outcomes include changes in function, depression, anxiety, fatigue and quality of life. The study has received approval from the Health Research Authority Research Ethics Committee (21/WA/0209), and is registered on https://www.clinicaltrials.gov/ (Identifier NCT05132465). Recruitment for the study began in October 2021 with completion of recruitment at all participating centres anticipated by October 2022.© 2022 Harrison et al.",NA,4/05/2022,D000078325;D016428,10.2147/VHRM.S357829,NCT05132465,1,1,,
NCT05132647,1/12/2021,include,24/11/2021,Not yet recruiting,32611635,0,NA,Real-life gait assessment in degenerative cerebellar ataxia: Toward ecologically valid biomarkers.,"With disease-modifying drugs on the horizon for degenerative ataxias, ecologically valid motor biomarkers are highly warranted. In this observational study, we aimed to unravel and validate markers of ataxic gait in real life by using wearable sensors.We assessed gait characteristics of 43 patients with degenerative cerebellar disease (Scale for the Assessment and Rating of Ataxia [SARA] 9.4 ± 3.9) compared with 35 controls by 3 body-worn inertial sensors in 3 conditions: (1) laboratory-based walking; (2) supervised free walking; (3) real-life walking during everyday living (subgroup n = 21). Movement analysis focused on measures of spatiotemporal step variability and movement smoothness.A set of gait variability measures was identified that allowed us to consistently identify ataxic gait changes in all 3 conditions. Lateral step deviation and a compound measure of spatial step variability categorized patients vs controls with a discrimination accuracy of 0.86 in real life. Both were highly correlated with clinical ataxia severity (effect size ρ = 0.76). These measures allowed detecting group differences even for patients who differed only 1 point in the clinical SARAposture&gait subscore, with highest effect sizes for real-life walking (d = 0.67).We identified measures of ataxic gait that allowed us not only to capture the gait variability inherent in ataxic gait in real life, but also to demonstrate high sensitivity to small differences in disease severity, with the highest effect sizes in real-life walking. They thus represent promising candidates for motor markers for natural history and treatment trials in ecologically valid contexts.This study provides Class I evidence that a set of gait variability measures, even if accessed in real life, correlated with the clinical severity of ataxia in patients with degenerative cerebellar disease.© 2020 American Academy of Neurology.",NA,3/07/2020,D016428;D064888;D013485,10.1212/WNL.0000000000010176,NA,0,0,,
NCT05135377,1/03/2022,include,26/11/2021,Not yet recruiting,34218513,0,NA,The Pediatric Emergency Research Network (PERN): A decade of global research cooperation in paediatric emergency care.,"The Pediatric Emergency Research Network (PERN) was launched in 2009 with the intent for existing national and regional research networks in paediatric emergency care to organise globally for the conduct of collaborative research across networks.PERN has grown from five to eight member networks over the past decade. With an executive committee comprising representatives from all member networks, PERN plays a supportive and collaborative rather than governing role. The full impact of PERN's facilitation of international collaborative research, although somewhat difficult to quantify empirically, can be measured indirectly by the observed growth of the field, the nature of the increasingly challenging research questions now being addressed and the collective capacity to generate and implement new knowledge in treating acutely ill and injured children.Beginning as a pandemic response studying H1N1 influenza risk factors in children, PERN research has progressed to multiple observational studies and ongoing global randomised controlled trials (RCTs). As a recent example, PERN has developed sufficient network infrastructure to enable the rapid initiation of a prospective observational study in response to the current COVID-19 pandemic.Following its success with developing global research, the PERN goal now is to promote the implementation of scientific advances into everyday clinical practice by: (i) expanding the capacity for global RCTs; (ii) deepening the focus on implementation science; (iii) increasing attention to healthcare disparities; and (iv) expanding PERN's reach into resource-restricted regions. Through these actions, PERN aims to meet the needs of acutely ill and injured children throughout the world.© 2021 The Authors. Published by Wolters Kluwer Health, Inc/John Wiley & Sons Australia, Ltd.",NA,5/07/2021,D016428,10.1111/1742-6723.13801,NA,0,0,,
NCT05137301,1/12/2021,include,30/11/2021,Not yet recruiting,33406815,0,NA,Risk factors for endocrine complications in transfusion-dependent thalassemia patients on chelation therapy with deferasirox: a risk assessment study from a multi-center nation-wide cohort.,"Transfusion-dependent patients typically develop iron-induced cardiomyopathy, liver disease, and endocrine complications. We aimed to estimate the incidence of endocrine disorders in transfusiondependent thalassemia (TDT) patients during long-term iron-chelation therapy with deferasirox (DFX). We developed a multi-center follow-up study of 426 TDT patients treated with once-daily DFX for a median duration of 8 years, up to 18.5 years. At baseline, 118, 121, and 187 patients had 0, 1, or ≥2 endocrine diseases respectively. 104 additional endocrine diseases were developed during the follow-up. The overall risk of developing a new endocrine complication within 5 years was 9.7% (95% Confidence Interval [CI]: 6.3-13.1). Multiple Cox regression analysis identified three key predictors: age showed a positive log-linear effect (adjusted hazard ratio [HR] for 50% increase 1.2, 95% CI: 1.1-1.3, P=0.005), the serum concentration of thyrotropin showed a positive linear effect (adjusted HR for 1 mIU/L increase 1.3, 95% CI: 1.1-1.4, P<0.001) regardless the kind of disease incident, while the number of previous endocrine diseases showed a negative linear effect: the higher the number of diseases at baseline the lower the chance of developing further diseasess (adjusted HR for unit increase 0.5, 95% CI: 0.4-0.7, P<0.001). Age and thyrotropin had similar effect sizes across the categories of baseline diseases. The administration of levothyroxine as a covariate did not change the estimates. Although in DFX-treated TDT patients the risk of developing an endocrine complication is generally lower than the previously reported risk, there is considerable risk variation and the burden of these complications remains high. We developed a simple risk score chart enabling clinicians to estimate their patients' risk. Future research will look at increasing the amount of variation explained from our model and testing further clinical and laboratory predictors, including the assessment of direct endocrine magnetic resonance imaging.",NA,8/01/2021,D016428;D016448;D013485,10.3324/haematol.2020.272419,NA,0,0,,
NCT05138731,1/10/2020,include,1/12/2021,Recruiting,35221322,0,NA,Cardiovascular outcome 6 months after severe coronavirus disease 2019 infection.,"In coronavirus disease 2019 (COVID-19), cardiovascular risk factors and myocardial injury relate to increased mortality. We evaluated the extent of cardiac sequelae 6 months after hospital discharge in patients surviving ICU hospitalization for COVID-19.All survivors of Maastricht-ICU were invited for comprehensive cardiovascular evaluation 6 months after discharge from ICU. Cardiac screening included an electrocardiogram, cardiac biomarkers, echocardiography, cardiac magnetic resonance (CMR) and, wherever indicated, cardiac computed tomography or coronary angiogram.Out of 52 survivors, 81% ( n  = 42) participated to the cardiovascular follow-up [median follow-up of 6 months, interquartile range (IQR) 6.1-6.7]. Eight patients (19%) had newly diagnosed coronary artery disease (CAD), of which two required a percutaneous intervention. Echocardiographic global longitudinal strain (GLS) was abnormal in 24% and CMR-derived GLS was abnormal in 12%, despite normal left ventricular ejection fraction in all. None of the patients showed elevated T 1 relaxation times and five patients (14%) had an elevated T 2 relaxation time. Late gadolinium enhancement (LGE) reflecting regional myocardial fibrosis was increased in eight patients (21%), of which three had myocarditis and three had pericarditis.Cardiovascular follow-up at 6 months after ICU-admission for severe COVID-19 revealed that one out of five invasively mechanically ventilated survivors had CAD, a quarter had subclinical left ventricular dysfunction defined as reduced echocardiographic GLS, and 42% of the patients had CMR abnormalities (reduced LVEF, reduced GLS, LGE presence, and elevated T 2 ). On the basis of these findings, long-term cardiovascular follow-up is strongly recommended in all post-IC COVID-19 patients.Trial Register number [NL8613]) https://www.trialregister.nl/trial/8613Video abstract:http://links.lww.com/HJH/B899 .Copyright © 2022 Wolters Kluwer Health, Inc. All rights reserved.",NA,1/03/2022,D016428;D013485,10.1097/HJH.0000000000003110,NA,1,1,,
NCT05139797,18/11/2021,include,1/12/2021,Recruiting,32269341,0,NA,Video-based AI for beat-to-beat assessment of cardiac function.,"Accurate assessment of cardiac function is crucial for the diagnosis of cardiovascular disease1, screening for cardiotoxicity2 and decisions regarding the clinical management of patients with a critical illness3. However, human assessment of cardiac function focuses on a limited sampling of cardiac cycles and has considerable inter-observer variability despite years of training4,5. Here, to overcome this challenge, we present a video-based deep learning algorithm-EchoNet-Dynamic-that surpasses the performance of human experts in the critical tasks of segmenting the left ventricle, estimating ejection fraction and assessing cardiomyopathy. Trained on echocardiogram videos, our model accurately segments the left ventricle with a Dice similarity coefficient of 0.92, predicts ejection fraction with a mean absolute error of 4.1% and reliably classifies heart failure with reduced ejection fraction (area under the curve of 0.97). In an external dataset from another healthcare system, EchoNet-Dynamic predicts the ejection fraction with a mean absolute error of 6.0% and classifies heart failure with reduced ejection fraction with an area under the curve of 0.96. Prospective evaluation with repeated human measurements confirms that the model has variance that is comparable to or less than that of human experts. By leveraging information across multiple cardiac cycles, our model can rapidly identify subtle changes in ejection fraction, is more reproducible than human evaluation and lays the foundation for precise diagnosis of cardiovascular disease in real time. As a resource to promote further innovation, we also make publicly available a large dataset of 10,030 annotated echocardiogram videos.",F32 HL149298|NHLBI NIH HHS|United States|P30 AG059307|NIA NIH HHS|United States|R21 MD012867|NIMHD NIH HHS|United States|R21 MD012867-01|NIH HHS|United States,10/04/2020,D016428;D052061;D013485;D013486;D023361,10.1038/s41586-020-2145-8,NA,0,0,,
NCT05139940,22/11/2021,include,1/12/2021,Not yet recruiting,33737408,0,NA,Screening for tuberculosis among high-risk groups attending London emergency departments: a prospective observational study.,LTBI screening among high-risk groups at EDs could be implemented to identify those at risk of progression to TB disease. Large-scale studies are required to investigate effective TB disease screening strategies in EDs. https://bit.ly/3bTkoOn,SRF-2011-04-001|Department of Health|United Kingdom|HPRU-2012-10080|Department of Health|United Kingdom|206602/Z/17/Z|Wellcome Trust|United Kingdom|DRF-2018-11-ST2-004|Department of Health|United Kingdom|NIHR127459|Department of Health|United Kingdom|015/0307|Department of Health|United Kingdom|NIHR200908|Department of Health|United Kingdom|NF-SI-0616-10037|Department of Health|United Kingdom|MR/R015600/1|Medical Research Council|United Kingdom,20/03/2021,D016422;D064888;D013485,10.1183/13993003.03831-2020,NCT02512484,0,0,,
NCT05140889,1/12/2021,include,2/12/2021,Recruiting,33249632,0,NA,Group-randomized trial of tailored brief shared decision-making to improve asthma control in urban black adults.,"To assess the intervention effects of BREATHE (BRief intervention to Evaluate Asthma THErapy), a novel brief shared decision-making intervention and evaluate feasibility and acceptability of intervention procedures.Group-randomized longitudinal pilot study.In total, 80 adults with uncontrolled persistent asthma participated in a trial comparing BREATHE (N = 40) to a dose-matched attention control intervention (N = 40). BREATHE is a one-time shared decision-making intervention delivered by clinicians during routine office visits. Ten clinicians were randomized and trained on BREATHE or the control condition. Participants were followed monthly for 3 months post-intervention. Data were collected from December 2017 - May 2019 and included surveys, lung function tests, and interviews.Participants were Black/multiracial (100%) mostly female (83%) adults (mean age 45). BREATHE clinicians delivered BREATHE to all 40 participants with fidelity based on expert review of audiorecordings. While the control group reported improvements in asthma control at 1-month and 3-month follow-up, only BREATHE participants had better asthma control at each timepoint (β = 0.77; standard error (SE)[0.17]; p ≤ 0.0001; β = 0.71; SE[0.16]; p ≤ 0.0001; β = 0.54; SE[0.15]; p = .0004), exceeding the minimally important difference. BREATHE participants also perceived greater shared decision-making occurred during the intervention visit (β = 7.39; SE[3.51]; p = .03) and fewer symptoms at follow-up (e.g., fewer nights woken, less shortness of breath and less severity of symptoms) than the controls. Both groups reported improved adherence and fewer erroneous medication beliefs.BREATHE is a promising brief tailored intervention that can be integrated into office visits using clinicians as interventionists. Thus, BREATHE offers a pragmatic approach to improving asthma outcomes and shared decision-making in a health disparity population.The study addressed the important problem of uncontrolled asthma in a high-risk vulnerable population. Compared with the dose-matched attention control condition, participants receiving the novel brief tailored shared decision-making intervention had significant improvements in asthma outcomes and greater perceived engagement in shared decision-making. Brief interventions integrated into office visits and delivered by clinicians may offer a pragmatic approach to narrowing health disparity gaps. Future studies where other team members (e.g., office nurses, social workers) are trained in shared decision-making may address important implementation science challenges as it relates to adoption, maintenance, and dissemination. TRAIL REGISTRATION: clinicaltrials.gov # NCT03300752.© 2020 John Wiley & Sons Ltd.",R21 NR016507|NINR NIH HHS|United States|TL1 TR001875|NCATS NIH HHS|United States|UL1 TR001863|NCATS NIH HHS|United States,30/11/2020,D016428;D016449,10.1111/jan.14646,NCT03300752,0,0,,
NCT05141409,1/01/2022,include,2/12/2021,Recruiting,35202397,0,NA,"The ReIMAGINE prostate cancer risk study protocol: A prospective cohort study in men with a suspicion of prostate cancer who are referred onto an MRI-based diagnostic pathway with donation of tissue, blood and urine for biomarker analyses.","The ReIMAGINE Consortium was conceived to develop risk-stratification models that might incorporate the full range of novel prostate cancer (PCa) diagnostics (both commercial and academic).ReIMAGINE Risk is an ethics approved (19/LO/1128) multicentre, prospective, observational cohort study which will recruit 1000 treatment-naive men undergoing a multi-parametric MRI (mpMRI) due to an elevated PSA (≤20ng/ml) or abnormal prostate examination who subsequently had a suspicious mpMRI (score≥3, stage ≤T3bN0M0). Primary outcomes include the detection of ≥Gleason 7 PCa at baseline and time to clinical progression, metastasis and death. Baseline blood, urine, and biopsy cores for fresh prostate tissue samples (2 targeted and 1 non-targeted) will be biobanked for future analysis. High-resolution scanning of pathology whole-slide imaging and MRI-DICOM images will be collected. Consortium partners will be granted access to data and biobanks to develop and validate biomarkers using correlation to mpMRI, biopsy-based disease status and long-term clinical outcomes.Recruitment began in September 2019(n = 533). A first site opened in September 2019 (n = 296), a second in November 2019 (n = 210) and a third in December 2020 (n = 27). Acceptance to the study has been 65% and a mean of 36.5ml(SD+/-10.0), 12.9ml(SD+/-3.7) and 2.8ml(SD+/-0.7) urine, plasma and serum donated for research, respectively. There are currently 4 academic and 15 commercial partners spanning imaging (~9 radiomics, artificial intelligence/machine learning), fluidic (~3 blood-based and ~2urine-based) and tissue-based (~1) biomarkers.The consortium will develop, or adjust, risk models for PCa, and provide a platform for evaluating the role of novel diagnostics in the era of pre-biopsy MRI and targeted biopsy.","c(""MR/R014043/1"", ""Medical Research Council"", ""United Kingdom"")|c(""Cancer Research UK"", ""United Kingdom"")",25/02/2022,D016428;D016448;D064888;D013485,10.1371/journal.pone.0259672,NA,1,1,,
