NCT,study_posted,study_start,overall_status,pmid,title,pub_date_entrez,match,reason,note,,,posted_before_pub
NCT02898415,13/09/2016,15/06/2015,Completed,28989060,Metroticket 2.0 Model for Analysis of Competing Risks of Death After Liver Transplantation for Hepatocellular Carcinoma.,10/10/2017,1,,,,,1
NCT02904577,19/09/2016,15/09/2011,"Active, not recruiting",31292118,Early progression as a predictor of survival in marginal zone lymphomas: an analysis from the FIL-NF10 study.,12/07/2019,0,,biomarker,,,1
NCT02912624,23/09/2016,15/03/2015,Completed,28963297,"Clinical examination, critical care ultrasonography and outcomes in the critically ill: cohort profile of the Simple Intensive Care Studies-I.",1/10/2017,0,,other,,,1
NCT02912624,23/09/2016,15/03/2015,Completed,31931844,Should the ultrasound probe replace your stethoscope? A SICS-I sub-study comparing lung ultrasound and pulmonary auscultation in the critically ill.,15/01/2020,0,,other,,,1
NCT02912624,23/09/2016,15/03/2015,Completed,31912438,Feasibility of cardiac output measurements in critically ill patients by medical students.,9/01/2020,0,,other,,,1
NCT02912624,23/09/2016,15/03/2015,Completed,31670697,A Bayesian Network Analysis of the Diagnostic Process and Its Accuracy to Determine How Clinicians Estimate Cardiac Function in Critically Ill Patients: Prospective Observational Cohort Study.,1/11/2019,0,,other,,,1
NCT02912624,23/09/2016,15/03/2015,Completed,31011425,Disagreement in cardiac output measurements between fourth-generation FloTrac and critical care ultrasonography in patients with circulatory shock: a prospective observational study.,24/04/2019,0,,other,,,1
NCT02912624,23/09/2016,15/03/2015,Completed,36378565,External Validation of Mortality Prediction Models for Critical Illness Reveals Preserved Discrimination but Poor Calibration.,15/11/2022,1,,,,,1
NCT02955485,4/11/2016,15/10/2016,Recruiting,30021553,A risk assessment model for chronic ankle instability: indications for early surgical treatment? An observational prospective cohort - study protocol.,20/07/2018,0,,protocol,,,1
NCT02992067,14/12/2016,15/07/2016,Completed,31659631,A Prospective Validation Cohort Study of a Prediction Model on Non-sentinel Lymph Node Involvement in Early Breast Cancer.,30/10/2019,1,,,,,1
NCT02992587,14/12/2016,15/02/2016,Unknown status,33724366,Comprehensive assessment of frailty score supplements the existing cardiac surgical risk scores.,16/03/2021,1,,,,,1
NCT02992587,14/12/2016,15/02/2016,Unknown status,32929483,One-year mortality increases four-fold in frail patients undergoing cardiac surgery.,15/09/2020,0,,biomarker,,,1
NCT02992587,14/12/2016,15/02/2016,Unknown status,31304801,30-day mortality in frail patients undergoing cardiac surgery: the results of the frailty in cardiac surgery (FICS) copenhagen study.,16/07/2019,1,,validation reported for exsiting scores in line with study description,,,1
NCT03003182,26/12/2016,15/02/2017,Unknown status,34989842,Development and validation of radiologic scores for guiding individualized induction chemotherapy in T3N1M0 nasopharyngeal carcinoma.,6/01/2022,1,,,,,1
NCT03004950,29/12/2016,15/10/2016,"Active, not recruiting",36874509,Kidney Cell Cycle Arrest and Cardiac Biomarkers and Acute Kidney Injury Following Angiography: The Prevention of Serious Adverse Events Following Angiography (PRESERVE) Study.,6/03/2023,0,biomarker,,,,1
NCT03016936,11/01/2017,15/04/2017,Unknown status,37938844,NT-proBNP or Self-Reported Functional Capacity in Estimating Risk of Cardiovascular Events After Noncardiac Surgery.,8/11/2023,1,,,,,1
NCT03016936,11/01/2017,15/04/2017,Unknown status,37012173,Risk assessment for major adverse cardiovascular events after noncardiac surgery using self-reported functional capacity: international prospective cohort study.,3/04/2023,1,,,,,1
NCT03054142,15/02/2017,15/01/2017,Recruiting,33407184,Is acute kidney injury age-dependent in older adults: an observational study in two centers from North China.,7/01/2021,0,other,multivariable analysis,,,1
NCT03080623,15/03/2017,1/05/2018,Completed,33889025,Machine Learning Models to Improve the Differentiation Between Benign and Malignant Breast Lesions on Ultrasound: A Multicenter External Validation Study.,23/04/2021,1,,,,,1
NCT03110887,12/04/2017,1/01/2015,Completed,30819913,Dynamic prediction of bleeding risk in thrombocytopenic preterm neonates.,2/03/2019,1,,,,,1
NCT03150680,12/05/2017,15/09/2017,Unknown status,34103005,The GEnetic Syntax Score: a genetic risk assessment implementation tool grading the complexity of coronary artery disease-rationale and design of the GESS study.,9/06/2021,0,protocol,,,,1
NCT03150680,12/05/2017,15/09/2017,Unknown status,35203258,Dissecting miRNA-Gene Networks to Map Clinical Utility Roads of Pharmacogenomics-Guided Therapeutic Decisions in Cardiovascular Precision Medicine.,25/02/2022,0,other,,,,1
NCT03150680,12/05/2017,15/09/2017,Unknown status,35118145,A Risk-Stratification Machine Learning Framework for the Prediction of Coronary Artery Disease Severity: Insights From the GESS Trial.,4/02/2022,1,,,,,1
NCT03188484,15/06/2017,15/05/2016,Unknown status,34148231,Predictive model for atrial fibrillation in hypertensive diabetic patients.,20/06/2021,1,,,,,1
NCT03188484,15/06/2017,15/05/2016,Unknown status,33149596,"Risk of Atrial Fibrillation, Ischemic Stroke and Cognitive Impairment: Study of a Population Cohort ≥65 Years of Age.",5/11/2020,1,,,,,1
NCT03188484,15/06/2017,15/05/2016,Unknown status,31475302,Cardioembolic Ischemic Stroke Gene Expression Fingerprint in Blood: a Systematic Review and Verification Analysis.,3/09/2019,0,other,,,,1
NCT03188484,15/06/2017,15/05/2016,Unknown status,32429492,Incidence and Risk Assessment for Atrial Fibrillation at 5 Years: Hypertensive Diabetic Retrospective Cohort.,21/05/2020,1,,,,,1
NCT03188484,15/06/2017,15/05/2016,Unknown status,31849809,N-Terminal Pro B-Type Natriuretic Peptide's Usefulness for Paroxysmal Atrial Fibrillation Detection Among Populations Carrying Cardiovascular Risk Factors.,19/12/2019,0,biomarker,,,,1
NCT03224650,21/07/2017,1/07/2017,Completed,35181541,Prospective comparison of one-year survival in patients treated operatively and nonoperatively for spinal metastatic disease: results of the prospective observational study of spinal metastasis treatment (POST).,19/02/2022,0,other,,,,1
NCT03227211,24/07/2017,2/11/2016,Completed,35224712,Predictors of short-term COPD readmission.,28/02/2022,1,,,,,1
NCT03247049,11/08/2017,27/07/2015,Completed,27113062,[Incidence and preventability of haemorrhagic strokes. Results of the Ebrictus register].,27/04/2016,0,other,incidence study,,,0
NCT03247049,11/08/2017,27/07/2015,Completed,33546615,Complex chronic patients as an emergent group with high risk of intracerebral haemorrhage: an observational cohort study.,6/02/2021,0,other,,,,1
NCT03247049,11/08/2017,27/07/2015,Completed,31879838,Risk of Long-Term Mortality for Complex Chronic Patients with Intracerebral Hemorrhage: A Population-Based e-Cohort Observational Study.,28/12/2019,1,,,,,1
NCT03248557,14/08/2017,15/06/2016,Recruiting,29885765,Early prognostic value of an Algorithm based on spectral Variables of Ventricular fibrillAtion from the EKG of patients with suddEn cardiac death: A multicentre observational study (AWAKE).,11/06/2018,0,protocol,,,,1
NCT03253432,17/08/2017,20/07/2017,Completed,34617591,Strategies for screening for familial hypercholesterolaemia in primary care and other community settings.,7/10/2021,0,other,review,,,1
NCT03299010,2/10/2017,1/07/2017,Completed,33879090,Generative adversarial networks for imputing missing data for big data clinical research.,21/04/2021,0,other,methods,,,1
NCT03299010,2/10/2017,1/07/2017,Completed,30327405,Ten-year risk prediction models of complications and mortality of Chinese patients with diabetes mellitus in primary care in Hong Kong: a study protocol.,18/10/2018,0,protocol,,,,1
NCT03300791,3/10/2017,28/09/2017,Completed,36635633,Factors related to early readmissions after acute heart failure: a nested case-control study.,12/01/2023,0,other,,,,1
NCT03315234,20/10/2017,1/09/2016,"Active, not recruiting",28856136,Impact of a Genetic Risk Score for Coronary Artery Disease on Reducing Cardiovascular Risk: A Pilot Randomized Controlled Study.,1/09/2017,0,other,reference,,,0
NCT03315234,20/10/2017,1/09/2016,"Active, not recruiting",28530674,Fifteen new risk loci for coronary artery disease highlight arterial-wall-specific mechanisms.,23/05/2017,0,other,reference,,,0
NCT03315234,20/10/2017,1/09/2016,"Active, not recruiting",28007143,Genetics: Implications for Prevention and Management of Coronary Artery Disease.,24/12/2016,0,other,ref review,,,0
NCT03315234,20/10/2017,1/09/2016,"Active, not recruiting",31104809,A guide for Gensini Score calculation.,21/05/2019,0,other,comment,,,1
NCT03330769,6/11/2017,3/02/2017,Unknown status,29991631,Clinical and ultrasonographic predictors for achieving minimal disease activity in patients with psoriatic arthritis: the UPSTREAM (Ultrasound in PSoriatic arthritis TREAtMent) prospective observational study protocol.,12/07/2018,0,protocol,,,,1
NCT03352648,24/11/2017,15/01/2010,Unknown status,33792661,CarDiac magnEtic Resonance for prophylactic Implantable-cardioVerter defibrillAtor ThErapy in Non-Ischaemic dilated CardioMyopathy: an international Registry.,1/04/2021,1,,,,,1
NCT03352648,24/11/2017,15/01/2010,Unknown status,29550015,CarDiac MagnEtic Resonance for Primary Prevention Implantable CardioVerter DebrillAtor ThErapy international registry: Design and rationale of the DERIVATE study.,19/03/2018,0,protocol,no CPM included,,,1
NCT03352648,24/11/2017,15/01/2010,Unknown status,37227329,Cardiac Magnetic Resonance for Prophylactic Implantable-Cardioverter Defibrillator Therapy in Ischemic Cardiomyopathy: The DERIVATE-ICM International Registry.,25/05/2023,0,protocol,,,,1
NCT03352648,24/11/2017,15/01/2010,Unknown status,36943075,AI Cardiac MRI Scar Analysis Aids Prediction of Major Arrhythmic Events in the Multicenter DERIVATE Registry.,21/03/2023,1,,,,,1
NCT03362138,5/12/2017,6/12/2017,Unknown status,31101596,Skin cancer detection by deep learning and sound analysis algorithms: A prospective clinical study of an elementary dermoscope.,19/05/2019,0,other,influence of image quality on deep learning result,,,1
NCT03362138,5/12/2017,6/12/2017,Unknown status,30674442,Dermoscopy diagnosis of cancerous lesions utilizing dual deep learning algorithms via visual and audio (sonification) outputs: Laboratory and prospective observational studies.,25/01/2019,1,,,,,1
NCT03382223,22/12/2017,1/01/2018,Unknown status,32280086,A Prospective Longitudinal Study of Caregivers of Community Dwelling Persons with Severe Dementia (PISCES): Study Protocol.,14/04/2020,0,protocol,,,,1
NCT03436524,19/02/2018,15/03/2018,Completed,32267500,International prognostic score for asymptomatic early-stage chronic lymphocytic leukemia.,9/04/2020,1,,,,,1
NCT03439449,20/02/2018,1/05/2017,Recruiting,34570811,Computerized history-taking improves data quality for clinical decision-making-Comparison of EHR and computer-acquired history data in patients with chest pain.,27/09/2021,0,other,comparative data quality study,,,1
NCT03439449,20/02/2018,1/05/2017,Recruiting,33904821,Use of Self-Reported Computerized Medical History Taking for Acute Chest Pain in the Emergency Department - the Clinical Expert Operating System Chest Pain Danderyd Study (CLEOS-CPDS): Prospective Cohort Study.,27/04/2021,0,other,descriptive study on data quality,,,1
NCT03439449,20/02/2018,1/05/2017,Recruiting,31969363,A prospective cohort study of self-reported computerised medical history taking for acute chest pain: protocol of the CLEOS-Chest Pain Danderyd Study (CLEOS-CPDS).,24/01/2020,0,protocol,,,,1
NCT03439449,20/02/2018,1/05/2017,Recruiting,36148691,User experience of self-reported computerized medical history taking for acute chest pain: The Clinical Expert Operating System Chest Pain Danderyd Study.,23/09/2022,0,other,,,,1
NCT03451357,1/03/2018,1/01/2017,Unknown status,28856160,Mortality and Cardiovascular Complications in Older Complex Chronic Patients with Type 2 Diabetes.,1/09/2017,0,multivariable analysis,,,,0
NCT03451357,1/03/2018,1/01/2017,Unknown status,29183953,"Determinants of Informal Care, Burden, and Risk of Burnout in Caregivers of Stroke Survivors: The CONOCES Study.",30/11/2017,0,other,,,,0
NCT03451734,2/03/2018,9/12/2016,Completed,33716817,Optimizing and Individualizing the Pharmacological Treatment of First-Episode Schizophrenic Patients: Study Protocol for a Multicenter Clinical Trial.,15/03/2021,0,protocol,,,,1
NCT03451734,2/03/2018,9/12/2016,Completed,33692676,The Association Between Metabolic Disturbance and Cognitive Impairments in Early-Stage Schizophrenia.,11/03/2021,0,biomarker,,,,1
NCT03451734,2/03/2018,9/12/2016,Completed,32528286,Increased Appetite Plays a Key Role in Olanzapine-Induced Weight Gain in First-Episode Schizophrenia Patients.,13/06/2020,0,biomarker,,,,1
NCT03451734,2/03/2018,9/12/2016,Completed,37728803,The association of SOD and HsCRP with the efficacy of sulforaphane in schizophrenia patients with residual negative symptoms.,20/09/2023,0,other,,,,1
NCT03451734,2/03/2018,9/12/2016,Completed,37468932,Early non-response as a predictor of later non-response to antipsychotics in schizophrenia: a randomized trial.,19/07/2023,0,biomarker,,,,1
NCT03451734,2/03/2018,9/12/2016,Completed,33716832,The Association Between Cognitive Deficits and Clinical Characteristic in First-Episode Drug Naïve Patients With Schizophrenia.,15/03/2021,0,biomarker,,,,1
NCT03458806,8/03/2018,22/02/2018,Completed,33899504,Deep Learning Algorithm for Automated Cardiac Murmur Detection via a Digital Stethoscope Platform.,26/04/2021,1,,,,,1
NCT03474003,22/03/2018,15/01/2002,Completed,34620664,Application of the iBox prognostication system as a surrogate endpoint in the TRANSFORM randomised controlled trial: proof-of-concept study.,8/10/2021,1,,impact study,,,1
NCT03474003,22/03/2018,15/01/2002,Completed,31530561,Prediction system for risk of allograft loss in patients receiving kidney transplants: international derivation and validation study.,19/09/2019,1,,,,,1
NCT03474341,22/03/2018,20/04/2018,Recruiting,30342494,Preoperative image-guided identification of response to neoadjuvant chemoradiotherapy in esophageal cancer (PRIDE): a multicenter observational study.,22/10/2018,0,protocol,,,,1
NCT03488043,4/04/2018,15/04/2018,Unknown status,37603106,Score to Predict the Occurrence of Pneumothorax After Computed Tomography-guided Percutaneous Transthoracic Lung Biopsy.,21/08/2023,1,,,,,1
NCT03511430,27/04/2018,1/06/2017,Completed,32418720,"SVEAT Score, a Potential New and Improved Tool for Acute Chest Pain Risk Stratification.",19/05/2020,1,,,,,1
NCT03562936,20/06/2018,15/02/2014,"Active, not recruiting",37395780,"The Norwegian degenerative spondylolisthesis and spinal stenosis (NORDSTEN) study: study overview, organization structure and study population.",3/07/2023,0,other,interim report; descriptive,,,1
NCT03574025,29/06/2018,1/01/2018,Unknown status,32978195,NEUROlogical Prognosis After Cardiac Arrest in Kids (NEUROPACK) study: protocol for a prospective multicentre clinical prediction model derivation and validation study in children after cardiac arrest.,26/09/2020,0,protocol,,,,1
NCT03577405,5/07/2018,14/05/2018,Completed,30706120,The diagnostic accuracy of clinical examination for estimating cardiac index in critically ill patients: the Simple Intensive Care Studies-I.,2/02/2019,0,other,,,,1
NCT03577405,5/07/2018,14/05/2018,Completed,30735183,Observational Study Protocol for Repeated Clinical Examination and Critical Care Ultrasonography Within the Simple Intensive Care Studies.,9/02/2019,0,protocol,,,,1
NCT03577405,5/07/2018,14/05/2018,Completed,32526633,Diagnostic accuracy of arterial and venous renal Doppler assessment for acute kidney injury in critically ill patients: A prospective study.,12/06/2020,0,diagnostic accuracy,,,,1
NCT03577405,5/07/2018,14/05/2018,Completed,32316994,Different applications of the KDIGO criteria for AKI lead to different incidences in critically ill patients: a post hoc analysis from the prospective observational SICS-II study.,23/04/2020,0,other,,,,1
NCT03604731,27/07/2018,1/01/2017,Completed,28117397,Sepsis and septic shock.,25/01/2017,0,other,ref review,,,0
NCT03604731,27/07/2018,1/01/2017,Completed,28816846,Deep Immune Profiling in Trauma and Sepsis: Flow Is the Way to Go!,18/08/2017,0,other,reference,,,0
NCT03604731,27/07/2018,1/01/2017,Completed,29728790,In vitro comparison of the adsorption of inflammatory mediators by blood purification devices.,6/05/2018,0,other,reference,,,0
NCT03608709,1/08/2018,14/06/2018,Completed,34193084,Development of a multivariable prognostic PREdiction model for 1-year risk of FALLing in a cohort of community-dwelling older adults aged 75 years and above (PREFALL).,1/07/2021,1,,,,,1
NCT03619733,8/08/2018,1/06/2018,Unknown status,37306637,HEART Score Recalibration Using Higher Sensitivity Troponin T.,12/06/2023,1,,,,,1
NCT03635710,17/08/2018,1/01/2018,Completed,30617104,"Prevalence of nocturnal cough in asthma and its potential as a marker for asthma control (MAC) in combination with sleep quality: protocol of a smartphone-based, multicentre, longitudinal observational study with two stages.",9/01/2019,0,protocol,,,,1
NCT03641872,22/08/2018,30/09/2018,Completed,36052222,Role of precipitants in transition of acute decompensation to acute-on-chronic liver failure in patients with HBV-related cirrhosis.,2/09/2022,1,,,,,1
NCT03641872,22/08/2018,30/09/2018,Completed,35037228,Prevalence and clinical significance of serum sodium variability in patients with acute-on-chronic liver diseases: a prospective multicenter study in China.,17/01/2022,0,adjusted prognostic factor study,,,,1
NCT03641872,22/08/2018,30/09/2018,Completed,34412498,Lower platelet counts were associated with 90-day adverse outcomes in acute-on-chronic liver disease patients.,20/08/2021,0,biomarker,,,,1
NCT03641872,22/08/2018,30/09/2018,Completed,33419900,Cohort profile: a multicentre prospective validation cohort of the Chinese Acute-on-Chronic Liver Failure (CATCH-LIFE) study.,9/01/2021,0,other,interim report; descriptive,,,1
NCT03641872,22/08/2018,30/09/2018,Completed,32109631,Prevalence and Clinical Significance of Portal Vein Thrombosis in Patients With Cirrhosis and Acute Decompensation.,29/02/2020,0,other,descriptive epi study; multiple NCT,,,1
NCT03641872,22/08/2018,30/09/2018,Completed,37517452,Metabolic biomarkers significantly enhance the prediction of HBV-related ACLF occurrence and outcomes.,30/07/2023,1,,,,,1
NCT03641872,22/08/2018,30/09/2018,Completed,36345143,Portal vein thrombosis compromises the performance of MELD and MELD-Na scores in patients with cirrhosis.,8/11/2022,0,other,post hoc anlaysis using two nct cohorts,,,1
NCT03651687,29/08/2018,10/02/2017,Unknown status,28432291,Birth weight changes in a major city under rapid socioeconomic transition in China.,23/04/2017,0,other,reference,,,0
NCT03653156,31/08/2018,10/01/2008,Recruiting,19347838,A screen for cognitive assessments for patients with vascular cognitive impairment no dementia.,7/04/2009,0,other,,,,0
NCT03653156,31/08/2018,10/01/2008,Recruiting,19891819,Different cognitive profiles between mild cognitive impairment due to cerebral small vessel disease and mild cognitive impairment of Alzheimer's disease origin.,7/11/2009,0,other,,,,0
NCT03653156,31/08/2018,10/01/2008,Recruiting,20930266,Mapping the altered patterns of cerebellar resting-state function in longitudinal amnestic mild cognitive impairment patients.,9/10/2010,0,other,,,,0
NCT03653156,31/08/2018,10/01/2008,Recruiting,21118724,Frequency-dependent changes in the amplitude of low-frequency fluctuations in amnestic mild cognitive impairment: a resting-state fMRI study.,2/12/2010,0,other,,,,0
NCT03653156,31/08/2018,10/01/2008,Recruiting,22228824,Montreal cognitive assessment in detecting cognitive impairment in Chinese elderly individuals: a population-based study.,10/01/2012,0,other,validation is the planned prediction model,,,0
NCT03653156,31/08/2018,10/01/2008,Recruiting,22123780,Neurology and neurologic practice in China.,30/11/2011,0,other,,,,0
NCT03653156,31/08/2018,10/01/2008,Recruiting,22503901,Combination of plasma biomarkers and clinical data for the detection of sporadic Alzheimer's disease.,17/04/2012,0,published before posted on ct,cpm,,,0
NCT03653156,31/08/2018,10/01/2008,Recruiting,23172761,The Informant Questionnaire on Cognitive Decline in the Elderly individuals in screening mild cognitive impairment with or without functional impairment.,23/11/2012,0,biomarker,,,,0
NCT03653156,31/08/2018,10/01/2008,Recruiting,22922216,G1/S checkpoint proteins in peripheral blood lymphocytes are potentially diagnostic biomarkers for Alzheimer's disease.,28/08/2012,0,biomarker,,,,0
NCT03653156,31/08/2018,10/01/2008,Recruiting,22503900,Combination of p53(ser15) and p21/p21(thr145) in peripheral blood lymphocytes as potential Alzheimer's disease biomarkers.,17/04/2012,0,biomarker,,,,0
NCT03653156,31/08/2018,10/01/2008,Recruiting,20880607,Exploration of 16 candidate genes identifies the association of IDE with Alzheimer's disease in Han Chinese.,1/10/2010,0,biomarker,,,,0
NCT03653156,31/08/2018,10/01/2008,Recruiting,22340708,Mitochondrial fission proteins in peripheral blood lymphocytes are potential biomarkers for Alzheimer's disease.,21/02/2012,0,biomarker,,,,0
NCT03653156,31/08/2018,10/01/2008,Recruiting,22398564,Apolipoprotein E ε4 status modifies the effects of sex hormones on neuropsychiatric symptoms of Alzheimer's disease.,9/03/2012,0,other,,,,0
NCT03653156,31/08/2018,10/01/2008,Recruiting,22930700,Stage-specific gender differences in cognitive and neuropsychiatric manifestations of vascular dementia.,30/08/2012,0,other,,,,0
NCT03653156,31/08/2018,10/01/2008,Recruiting,23872925,Evaluating the prevalence of dementia in hospitalized older adults and effects of comorbid dementia on patients' hospital course.,23/07/2013,0,other,prevalence,,,0
NCT03653156,31/08/2018,10/01/2008,Recruiting,23103091,Associations between sex hormones and cognitive and neuropsychiatric manifestations in vascular dementia (VaD).,30/10/2012,0,other,,,,0
NCT03653156,31/08/2018,10/01/2008,Recruiting,23871765,The prevalence of dementia in urban and rural areas of China.,23/07/2013,0,other,,,,0
NCT03653156,31/08/2018,10/01/2008,Recruiting,24418053,The prevalence of mild cognitive impairment and its etiological subtypes in elderly Chinese.,15/01/2014,0,other,,,,0
NCT03653156,31/08/2018,10/01/2008,Recruiting,25690662,Elevated plasma angiogenesis factors in Alzheimer's disease.,19/02/2015,0,other,,,,0
NCT03653156,31/08/2018,10/01/2008,Recruiting,26177270,APOE Effects on Default Mode Network in Chinese Cognitive Normal Elderly: Relationship with Clinical Cognitive Performance.,16/07/2015,0,other,,,,0
NCT03653156,31/08/2018,10/01/2008,Recruiting,26256457,Diagnosis and treatment of dementia in neurology outpatient departments of general hospitals in China.,11/08/2015,0,other,,,,0
NCT03653156,31/08/2018,10/01/2008,Recruiting,27163822,Mini-Mental State Examination in Elderly Chinese: A Population-Based Normative Study.,11/05/2016,0,other,,,,0
NCT03653156,31/08/2018,10/01/2008,Recruiting,27079712,Plasma Ceramides and Neuropsychiatric Symptoms of Alzheimer's Disease.,16/04/2016,0,other,,,,0
NCT03653156,31/08/2018,10/01/2008,Recruiting,27345927,Regional homogeneity changes in amnestic mild cognitive impairment patients.,28/06/2016,0,other,,,,0
NCT03653156,31/08/2018,10/01/2008,Recruiting,28759966,Trajectories of Multidimensional Caregiver Burden in Chinese Informal Caregivers for Dementia: Evidence from Exploratory and Confirmatory Factor Analysis of the Zarit Burden Interview.,2/08/2017,0,other,,,,0
NCT03653156,31/08/2018,10/01/2008,Recruiting,28289381,"White Matter Damage in the Cholinergic System Contributes to Cognitive Impairment in Subcortical Vascular Cognitive Impairment, No Dementia.",15/03/2017,0,other,,,,0
NCT03653156,31/08/2018,10/01/2008,Recruiting,29433981,The cost of Alzheimer's disease in China and re-estimation of costs worldwide.,14/02/2018,0,other,,,,0
NCT03653156,31/08/2018,10/01/2008,Recruiting,29747584,Differentiation of neuropsychological features between posterior cortical atrophy and early onset Alzheimer's disease.,12/05/2018,0,other,,,,0
NCT03653156,31/08/2018,10/01/2008,Recruiting,30958370,A Novel PSEN1 M139L Mutation Found in a Chinese Pedigree with Early-Onset Alzheimer's Disease Increases Aβ42/Aβ40 ratio.,9/04/2019,0,other,,,,1
NCT03653156,31/08/2018,10/01/2008,Recruiting,31422798,"Concordance between the assessment of Aβ42, T-tau, and P-T181-tau in peripheral blood neuronal-derived exosomes and cerebrospinal fluid.",20/08/2019,0,biomarker,,,,1
NCT03653156,31/08/2018,10/01/2008,Recruiting,31914229,"PSEN1, PSEN2, and APP mutations in 404 Chinese pedigrees with familial Alzheimer's disease.",9/01/2020,0,other,,,,1
NCT03653156,31/08/2018,10/01/2008,Recruiting,31929167,Functional Connectivity of Default Mode Network Subsystems in the Presymptomatic Stage of Autosomal Dominant Alzheimer's Disease.,14/01/2020,0,other,,,,1
NCT03653156,31/08/2018,10/01/2008,Recruiting,31937364,Effects of gene mutation and disease progression on representative neural circuits in familial Alzheimer's disease.,16/01/2020,0,other,,,,1
NCT03653156,31/08/2018,10/01/2008,Recruiting,32881347,The APOE ε4 exerts differential effects on familial and other subtypes of Alzheimer's disease.,4/09/2020,0,biomarker,,,,1
NCT03653156,31/08/2018,10/01/2008,Recruiting,32776690,Blood neuro-exosomal synaptic proteins predict Alzheimer's disease at the asymptomatic stage.,11/08/2020,1,,,,,1
NCT03653156,31/08/2018,10/01/2008,Recruiting,31865187,Apolipoprotein E ε4 allele is associated with vascular cognitive impairment no dementia in Chinese population.,23/12/2019,0,biomarker,,,,1
NCT03653156,31/08/2018,10/01/2008,Recruiting,31235344,Identification of a novel PSEN1 Gly111Val missense mutation in a Chinese pedigree with early-onset Alzheimer's disease.,26/06/2019,0,biomarker,,,,1
NCT03653156,31/08/2018,10/01/2008,Recruiting,33271079,"Prevalence, risk factors, and management of dementia and mild cognitive impairment in adults aged 60 years or older in China: a cross-sectional study.",3/12/2020,0,other,descriptive study; prevalence,,,1
NCT03653156,31/08/2018,10/01/2008,Recruiting,33188687,Prediction of Alzheimer's disease using multi-variants from a Chinese genome-wide association study.,14/11/2020,1,,,,,1
NCT03653156,31/08/2018,10/01/2008,Recruiting,33835157,Exome sequencing revealed PDE11A as a novel candidate gene for early-onset Alzheimer's disease.,9/04/2021,0,biomarker,,,,1
NCT03653156,31/08/2018,10/01/2008,Recruiting,36696990,"Association between healthy lifestyle and memory decline in older adults: 10 year, population based, prospective cohort study.",25/01/2023,0,multivariable analysis,,,,1
NCT03657732,5/09/2018,10/01/2008,Recruiting,29614686,The Effect of Chronic Cerebral Hypoperfusion on Amyloid-β Metabolism in a Transgenic Mouse Model of Alzheimer's Disease (PS1V97L).,5/04/2018,0,other,,,,0
NCT03657732,5/09/2018,10/01/2008,Recruiting,29614663,Sulforaphane Inhibits the Generation of Amyloid-β Oligomer and Promotes Spatial Learning and Memory in Alzheimer's Disease (PS1V97L) Transgenic Mice.,5/04/2018,0,other,,,,0
NCT03657732,5/09/2018,10/01/2008,Recruiting,26402764,A Novel AβPP M722K Mutation Affects Amyloid-β Secretion and Tau Phosphorylation and May Cause Early-Onset Familial Alzheimer's Disease in Chinese Individuals.,25/09/2015,0,other,,,,0
NCT03657732,5/09/2018,10/01/2008,Recruiting,26256457,Diagnosis and treatment of dementia in neurology outpatient departments of general hospitals in China.,11/08/2015,0,other,,,,0
NCT03657732,5/09/2018,10/01/2008,Recruiting,27079718,Brain Amyloid-β Plays an Initiating Role in the Pathophysiological Process of the PS1V97L-Tg Mouse Model of Alzheimer's Disease.,16/04/2016,0,other,,,,0
NCT03657732,5/09/2018,10/01/2008,Recruiting,28269784,A Novel PSEN1 K311R Mutation Discovered in Chinese Families with Late-Onset Alzheimer's Disease Affects Amyloid-β Production and Tau Phosphorylation.,9/03/2017,0,ther,,,,0
NCT03657732,5/09/2018,10/01/2008,Recruiting,27838006,Clinical characterization of an APP mutation (V717I) in five Han Chinese families with early-onset Alzheimer's disease.,14/11/2016,0,other,,,,0
NCT03657732,5/09/2018,10/01/2008,Recruiting,21929538,Val97Leu mutant presenilin-1 induces tau hyperphosphorylation and spatial memory deficit in mice and the underlying mechanisms.,21/09/2011,0,other,,,,0
NCT03657732,5/09/2018,10/01/2008,Recruiting,18445230,Down-regulation of insulin-degrading enzyme by presenilin 1 V97L mutant potentially underlies increased levels of amyloid beta 42.,1/05/2008,0,other,,,,0
NCT03657732,5/09/2018,10/01/2008,Recruiting,32881347,The APOE ε4 exerts differential effects on familial and other subtypes of Alzheimer's disease.,4/09/2020,0,biomarker,,,,1
NCT03657732,5/09/2018,10/01/2008,Recruiting,31937364,Effects of gene mutation and disease progression on representative neural circuits in familial Alzheimer's disease.,16/01/2020,0,other,,,,1
NCT03657732,5/09/2018,10/01/2008,Recruiting,31914229,"PSEN1, PSEN2, and APP mutations in 404 Chinese pedigrees with familial Alzheimer's disease.",9/01/2020,0,other,,,,1
NCT03657732,5/09/2018,10/01/2008,Recruiting,30958370,A Novel PSEN1 M139L Mutation Found in a Chinese Pedigree with Early-Onset Alzheimer's Disease Increases Aβ42/Aβ40 ratio.,9/04/2019,0,other,,,,1
NCT03657732,5/09/2018,10/01/2008,Recruiting,31235249,Two novel presenilin-1 mutations (I249L and P433S) in early onset Chinese Alzheimer's pedigrees and their functional characterization.,26/06/2019,0,other,,,,1
NCT03657732,5/09/2018,10/01/2008,Recruiting,31235344,Identification of a novel PSEN1 Gly111Val missense mutation in a Chinese pedigree with early-onset Alzheimer's disease.,26/06/2019,0,other,,,,1
