"NCT","study_posted","study_start","overall_status","pmid","title","pub_date_entrez"
"NCT03299010",2017-10-02,2017-07-01,"Completed","30327405","Ten-year risk prediction models of complications and mortality of Chinese patients with diabetes mellitus in primary care in Hong Kong: a study protocol.",2018-10-18
"NCT03300791",2017-10-03,2017-09-28,"Completed","36635633","Factors related to early readmissions after acute heart failure: a nested case-control study.",2023-01-12
"NCT03315234",2017-10-20,2016-09-01,"Active, not recruiting","28856136","Impact of a Genetic Risk Score for Coronary Artery Disease on Reducing Cardiovascular Risk: A Pilot Randomized Controlled Study.",2017-09-01
"NCT03315234",2017-10-20,2016-09-01,"Active, not recruiting","28530674","Fifteen new risk loci for coronary artery disease highlight arterial-wall-specific mechanisms.",2017-05-23
"NCT03315234",2017-10-20,2016-09-01,"Active, not recruiting","28007143","Genetics: Implications for Prevention and Management of Coronary Artery Disease.",2016-12-24
"NCT03315234",2017-10-20,2016-09-01,"Active, not recruiting","31104809","A guide for Gensini Score calculation.",2019-05-21
"NCT03330769",2017-11-06,2017-02-03,"Unknown status","29991631","Clinical and ultrasonographic predictors for achieving minimal disease activity in patients with psoriatic arthritis: the UPSTREAM (Ultrasound in PSoriatic arthritis TREAtMent) prospective observational study protocol.",2018-07-12
"NCT03352648",2017-11-24,2010-01-01,"Unknown status","33792661","CarDiac magnEtic Resonance for prophylactic Implantable-cardioVerter defibrillAtor ThErapy in Non-Ischaemic dilated CardioMyopathy: an international Registry.",2021-04-01
"NCT03352648",2017-11-24,2010-01-01,"Unknown status","29550015","CarDiac MagnEtic Resonance for Primary Prevention Implantable CardioVerter DebrillAtor ThErapy international registry: Design and rationale of the DERIVATE study.",2018-03-19
"NCT03352648",2017-11-24,2010-01-01,"Unknown status","37227329","Cardiac Magnetic Resonance for Prophylactic Implantable-Cardioverter Defibrillator Therapy in Ischemic Cardiomyopathy: The DERIVATE-ICM International Registry.",2023-05-25
"NCT03352648",2017-11-24,2010-01-01,"Unknown status","36943075","AI Cardiac MRI Scar Analysis Aids Prediction of Major Arrhythmic Events in the Multicenter DERIVATE Registry.",2023-03-21
"NCT03362138",2017-12-05,2017-12-06,"Unknown status","31101596","Skin cancer detection by deep learning and sound analysis algorithms: A prospective clinical study of an elementary dermoscope.",2019-05-19
"NCT03362138",2017-12-05,2017-12-06,"Unknown status","30674442","Dermoscopy diagnosis of cancerous lesions utilizing dual deep learning algorithms via visual and audio (sonification) outputs: Laboratory and prospective observational studies.",2019-01-25
"NCT03382223",2017-12-22,2018-01-01,"Unknown status","32280086","A Prospective Longitudinal Study of Caregivers of Community Dwelling Persons with Severe Dementia (PISCES): Study Protocol.",2020-04-14
"NCT03436524",2018-02-19,2018-03-01,"Completed","32267500","International prognostic score for asymptomatic early-stage chronic lymphocytic leukemia.",2020-04-09
"NCT03439449",2018-02-20,2017-05-01,"Recruiting","34570811","Computerized history-taking improves data quality for clinical decision-making-Comparison of EHR and computer-acquired history data in patients with chest pain.",2021-09-27
"NCT03439449",2018-02-20,2017-05-01,"Recruiting","33904821","Use of Self-Reported Computerized Medical History Taking for Acute Chest Pain in the Emergency Department - the Clinical Expert Operating System Chest Pain Danderyd Study (CLEOS-CPDS): Prospective Cohort Study.",2021-04-27
"NCT03439449",2018-02-20,2017-05-01,"Recruiting","31969363","A prospective cohort study of self-reported computerised medical history taking for acute chest pain: protocol of the CLEOS-Chest Pain Danderyd Study (CLEOS-CPDS).",2020-01-24
"NCT03439449",2018-02-20,2017-05-01,"Recruiting","36148691","User experience of self-reported computerized medical history taking for acute chest pain: The Clinical Expert Operating System Chest Pain Danderyd Study.",2022-09-23
"NCT03451357",2018-03-01,2017-01-01,"Unknown status","28856160","Mortality and Cardiovascular Complications in Older Complex Chronic Patients with Type 2 Diabetes.",2017-09-01
"NCT03451357",2018-03-01,2017-01-01,"Unknown status","29183953","Determinants of Informal Care, Burden, and Risk of Burnout in Caregivers of Stroke Survivors: The CONOCES Study.",2017-11-30
"NCT03451734",2018-03-02,2016-12-09,"Completed","33716817","Optimizing and Individualizing the Pharmacological Treatment of First-Episode Schizophrenic Patients: Study Protocol for a Multicenter Clinical Trial.",2021-03-15
"NCT03451734",2018-03-02,2016-12-09,"Completed","33692676","The Association Between Metabolic Disturbance and Cognitive Impairments in Early-Stage Schizophrenia.",2021-03-11
"NCT03451734",2018-03-02,2016-12-09,"Completed","32528286","Increased Appetite Plays a Key Role in Olanzapine-Induced Weight Gain in First-Episode Schizophrenia Patients.",2020-06-13
"NCT03451734",2018-03-02,2016-12-09,"Completed","37728803","The association of SOD and HsCRP with the efficacy of sulforaphane in schizophrenia patients with residual negative symptoms.",2023-09-20
"NCT03451734",2018-03-02,2016-12-09,"Completed","37468932","Early non-response as a predictor of later non-response to antipsychotics in schizophrenia: a randomized trial.",2023-07-19
"NCT03451734",2018-03-02,2016-12-09,"Completed","33716832","The Association Between Cognitive Deficits and Clinical Characteristic in First-Episode Drug Naïve Patients With Schizophrenia.",2021-03-15
"NCT03458806",2018-03-08,2018-02-22,"Completed","33899504","Deep Learning Algorithm for Automated Cardiac Murmur Detection via a Digital Stethoscope Platform.",2021-04-26
"NCT03474003",2018-03-22,2002-01-01,"Completed","34620664","Application of the iBox prognostication system as a surrogate endpoint in the TRANSFORM randomised controlled trial: proof-of-concept study.",2021-10-08
"NCT03474003",2018-03-22,2002-01-01,"Completed","31530561","Prediction system for risk of allograft loss in patients receiving kidney transplants: international derivation and validation study.",2019-09-19
"NCT03474341",2018-03-22,2018-04-20,"Recruiting","30342494","Preoperative image-guided identification of response to neoadjuvant chemoradiotherapy in esophageal cancer (PRIDE): a multicenter observational study.",2018-10-22
"NCT03488043",2018-04-04,2018-04-01,"Unknown status","37603106","Score to Predict the Occurrence of Pneumothorax After Computed Tomography-guided Percutaneous Transthoracic Lung Biopsy.",2023-08-21
"NCT03511430",2018-04-27,2017-06-01,"Completed","32418720","SVEAT Score, a Potential New and Improved Tool for Acute Chest Pain Risk Stratification.",2020-05-19
"NCT03562936",2018-06-20,2014-02-01,"Active, not recruiting","37395780","The Norwegian degenerative spondylolisthesis and spinal stenosis (NORDSTEN) study: study overview, organization structure and study population.",2023-07-03
"NCT03574025",2018-06-29,2018-01-01,"Unknown status","32978195","NEUROlogical Prognosis After Cardiac Arrest in Kids (NEUROPACK) study: protocol for a prospective multicentre clinical prediction model derivation and validation study in children after cardiac arrest.",2020-09-26
"NCT03577405",2018-07-05,2018-05-14,"Completed","30706120","The diagnostic accuracy of clinical examination for estimating cardiac index in critically ill patients: the Simple Intensive Care Studies-I.",2019-02-02
"NCT03577405",2018-07-05,2018-05-14,"Completed","30735183","Observational Study Protocol for Repeated Clinical Examination and Critical Care Ultrasonography Within the Simple Intensive Care Studies.",2019-02-09
"NCT03577405",2018-07-05,2018-05-14,"Completed","32526633","Diagnostic accuracy of arterial and venous renal Doppler assessment for acute kidney injury in critically ill patients: A prospective study.",2020-06-12
"NCT03577405",2018-07-05,2018-05-14,"Completed","32316994","Different applications of the KDIGO criteria for AKI lead to different incidences in critically ill patients: a post hoc analysis from the prospective observational SICS-II study.",2020-04-23
"NCT03604731",2018-07-27,2017-01-01,"Completed","28117397","Sepsis and septic shock.",2017-01-25
"NCT03604731",2018-07-27,2017-01-01,"Completed","28816846","Deep Immune Profiling in Trauma and Sepsis: Flow Is the Way to Go!",2017-08-18
"NCT03604731",2018-07-27,2017-01-01,"Completed","29728790","In vitro comparison of the adsorption of inflammatory mediators by blood purification devices.",2018-05-06
"NCT03608709",2018-08-01,2018-06-14,"Completed","34193084","Development of a multivariable prognostic PREdiction model for 1-year risk of FALLing in a cohort of community-dwelling older adults aged 75 years and above (PREFALL).",2021-07-01
"NCT03619733",2018-08-08,2018-06-01,"Unknown status","37306637","HEART Score Recalibration Using Higher Sensitivity Troponin T.",2023-06-12
"NCT03635710",2018-08-17,2018-01-01,"Completed","30617104","Prevalence of nocturnal cough in asthma and its potential as a marker for asthma control (MAC) in combination with sleep quality: protocol of a smartphone-based, multicentre, longitudinal observational study with two stages.",2019-01-09
"NCT03641872",2018-08-22,2018-09-30,"Completed","36052222","Role of precipitants in transition of acute decompensation to acute-on-chronic liver failure in patients with HBV-related cirrhosis.",2022-09-02
"NCT03641872",2018-08-22,2018-09-30,"Completed","35037228","Prevalence and clinical significance of serum sodium variability in patients with acute-on-chronic liver diseases: a prospective multicenter study in China.",2022-01-17
"NCT03641872",2018-08-22,2018-09-30,"Completed","34412498","Lower platelet counts were associated with 90-day adverse outcomes in acute-on-chronic liver disease patients.",2021-08-20
"NCT03641872",2018-08-22,2018-09-30,"Completed","33419900","Cohort profile: a multicentre prospective validation cohort of the Chinese Acute-on-Chronic Liver Failure (CATCH-LIFE) study.",2021-01-09
"NCT03641872",2018-08-22,2018-09-30,"Completed","32109631","Prevalence and Clinical Significance of Portal Vein Thrombosis in Patients With Cirrhosis and Acute Decompensation.",2020-02-29
"NCT03641872",2018-08-22,2018-09-30,"Completed","37517452","Metabolic biomarkers significantly enhance the prediction of HBV-related ACLF occurrence and outcomes.",2023-07-30
"NCT03641872",2018-08-22,2018-09-30,"Completed","36345143","Portal vein thrombosis compromises the performance of MELD and MELD-Na scores in patients with cirrhosis.",2022-11-08
"NCT03651687",2018-08-29,2017-02-10,"Unknown status","28432291","Birth weight changes in a major city under rapid socioeconomic transition in China.",2017-04-23
"NCT03653156",2018-08-31,2008-01-10,"Recruiting","19347838","A screen for cognitive assessments for patients with vascular cognitive impairment no dementia.",2009-04-07
"NCT03653156",2018-08-31,2008-01-10,"Recruiting","19891819","Different cognitive profiles between mild cognitive impairment due to cerebral small vessel disease and mild cognitive impairment of Alzheimer's disease origin.",2009-11-07
"NCT03653156",2018-08-31,2008-01-10,"Recruiting","20930266","Mapping the altered patterns of cerebellar resting-state function in longitudinal amnestic mild cognitive impairment patients.",2010-10-09
"NCT03653156",2018-08-31,2008-01-10,"Recruiting","21118724","Frequency-dependent changes in the amplitude of low-frequency fluctuations in amnestic mild cognitive impairment: a resting-state fMRI study.",2010-12-02
"NCT03653156",2018-08-31,2008-01-10,"Recruiting","22228824","Montreal cognitive assessment in detecting cognitive impairment in Chinese elderly individuals: a population-based study.",2012-01-10
"NCT03653156",2018-08-31,2008-01-10,"Recruiting","22123780","Neurology and neurologic practice in China.",2011-11-30
"NCT03653156",2018-08-31,2008-01-10,"Recruiting","22503901","Combination of plasma biomarkers and clinical data for the detection of sporadic Alzheimer's disease.",2012-04-17
"NCT03653156",2018-08-31,2008-01-10,"Recruiting","23172761","The Informant Questionnaire on Cognitive Decline in the Elderly individuals in screening mild cognitive impairment with or without functional impairment.",2012-11-23
"NCT03653156",2018-08-31,2008-01-10,"Recruiting","22922216","G1/S checkpoint proteins in peripheral blood lymphocytes are potentially diagnostic biomarkers for Alzheimer's disease.",2012-08-28
"NCT03653156",2018-08-31,2008-01-10,"Recruiting","22503900","Combination of p53(ser15) and p21/p21(thr145) in peripheral blood lymphocytes as potential Alzheimer's disease biomarkers.",2012-04-17
"NCT03653156",2018-08-31,2008-01-10,"Recruiting","20880607","Exploration of 16 candidate genes identifies the association of IDE with Alzheimer's disease in Han Chinese.",2010-10-01
"NCT03653156",2018-08-31,2008-01-10,"Recruiting","22340708","Mitochondrial fission proteins in peripheral blood lymphocytes are potential biomarkers for Alzheimer's disease.",2012-02-21
"NCT03653156",2018-08-31,2008-01-10,"Recruiting","22398564","Apolipoprotein E ε4 status modifies the effects of sex hormones on neuropsychiatric symptoms of Alzheimer's disease.",2012-03-09
"NCT03653156",2018-08-31,2008-01-10,"Recruiting","22930700","Stage-specific gender differences in cognitive and neuropsychiatric manifestations of vascular dementia.",2012-08-30
"NCT03653156",2018-08-31,2008-01-10,"Recruiting","23872925","Evaluating the prevalence of dementia in hospitalized older adults and effects of comorbid dementia on patients' hospital course.",2013-07-23
"NCT03653156",2018-08-31,2008-01-10,"Recruiting","23103091","Associations between sex hormones and cognitive and neuropsychiatric manifestations in vascular dementia (VaD).",2012-10-30
"NCT03653156",2018-08-31,2008-01-10,"Recruiting","23871765","The prevalence of dementia in urban and rural areas of China.",2013-07-23
"NCT03653156",2018-08-31,2008-01-10,"Recruiting","24418053","The prevalence of mild cognitive impairment and its etiological subtypes in elderly Chinese.",2014-01-15
"NCT03653156",2018-08-31,2008-01-10,"Recruiting","25690662","Elevated plasma angiogenesis factors in Alzheimer's disease.",2015-02-19
"NCT03653156",2018-08-31,2008-01-10,"Recruiting","26177270","APOE Effects on Default Mode Network in Chinese Cognitive Normal Elderly: Relationship with Clinical Cognitive Performance.",2015-07-16
"NCT03653156",2018-08-31,2008-01-10,"Recruiting","26256457","Diagnosis and treatment of dementia in neurology outpatient departments of general hospitals in China.",2015-08-11
"NCT03653156",2018-08-31,2008-01-10,"Recruiting","27163822","Mini-Mental State Examination in Elderly Chinese: A Population-Based Normative Study.",2016-05-11
"NCT03653156",2018-08-31,2008-01-10,"Recruiting","27079712","Plasma Ceramides and Neuropsychiatric Symptoms of Alzheimer's Disease.",2016-04-16
"NCT03653156",2018-08-31,2008-01-10,"Recruiting","27345927","Regional homogeneity changes in amnestic mild cognitive impairment patients.",2016-06-28
"NCT03653156",2018-08-31,2008-01-10,"Recruiting","28759966","Trajectories of Multidimensional Caregiver Burden in Chinese Informal Caregivers for Dementia: Evidence from Exploratory and Confirmatory Factor Analysis of the Zarit Burden Interview.",2017-08-02
"NCT03653156",2018-08-31,2008-01-10,"Recruiting","28289381","White Matter Damage in the Cholinergic System Contributes to Cognitive Impairment in Subcortical Vascular Cognitive Impairment, No Dementia.",2017-03-15
"NCT03653156",2018-08-31,2008-01-10,"Recruiting","29433981","The cost of Alzheimer's disease in China and re-estimation of costs worldwide.",2018-02-14
"NCT03653156",2018-08-31,2008-01-10,"Recruiting","29747584","Differentiation of neuropsychological features between posterior cortical atrophy and early onset Alzheimer's disease.",2018-05-12
"NCT03653156",2018-08-31,2008-01-10,"Recruiting","30958370","A Novel PSEN1 M139L Mutation Found in a Chinese Pedigree with Early-Onset Alzheimer's Disease Increases Aβ42/Aβ40 ratio.",2019-04-09
"NCT03653156",2018-08-31,2008-01-10,"Recruiting","31422798","Concordance between the assessment of Aβ42, T-tau, and P-T181-tau in peripheral blood neuronal-derived exosomes and cerebrospinal fluid.",2019-08-20
"NCT03653156",2018-08-31,2008-01-10,"Recruiting","31914229","PSEN1, PSEN2, and APP mutations in 404 Chinese pedigrees with familial Alzheimer's disease.",2020-01-09
"NCT03653156",2018-08-31,2008-01-10,"Recruiting","31929167","Functional Connectivity of Default Mode Network Subsystems in the Presymptomatic Stage of Autosomal Dominant Alzheimer's Disease.",2020-01-14
"NCT03653156",2018-08-31,2008-01-10,"Recruiting","31937364","Effects of gene mutation and disease progression on representative neural circuits in familial Alzheimer's disease.",2020-01-16
"NCT03653156",2018-08-31,2008-01-10,"Recruiting","32881347","The APOE ε4 exerts differential effects on familial and other subtypes of Alzheimer's disease.",2020-09-04
"NCT03653156",2018-08-31,2008-01-10,"Recruiting","32776690","Blood neuro-exosomal synaptic proteins predict Alzheimer's disease at the asymptomatic stage.",2020-08-11
"NCT03653156",2018-08-31,2008-01-10,"Recruiting","31865187","Apolipoprotein E ε4 allele is associated with vascular cognitive impairment no dementia in Chinese population.",2019-12-23
"NCT03653156",2018-08-31,2008-01-10,"Recruiting","31235344","Identification of a novel PSEN1 Gly111Val missense mutation in a Chinese pedigree with early-onset Alzheimer's disease.",2019-06-26
"NCT03653156",2018-08-31,2008-01-10,"Recruiting","33271079","Prevalence, risk factors, and management of dementia and mild cognitive impairment in adults aged 60 years or older in China: a cross-sectional study.",2020-12-03
"NCT03653156",2018-08-31,2008-01-10,"Recruiting","33188687","Prediction of Alzheimer's disease using multi-variants from a Chinese genome-wide association study.",2020-11-14
"NCT03653156",2018-08-31,2008-01-10,"Recruiting","33835157","Exome sequencing revealed PDE11A as a novel candidate gene for early-onset Alzheimer's disease.",2021-04-09
"NCT03653156",2018-08-31,2008-01-10,"Recruiting","36696990","Association between healthy lifestyle and memory decline in older adults: 10 year, population based, prospective cohort study.",2023-01-25
"NCT03657732",2018-09-05,2008-01-10,"Recruiting","29614686","The Effect of Chronic Cerebral Hypoperfusion on Amyloid-β Metabolism in a Transgenic Mouse Model of Alzheimer's Disease (PS1V97L).",2018-04-05
"NCT03657732",2018-09-05,2008-01-10,"Recruiting","29614663","Sulforaphane Inhibits the Generation of Amyloid-β Oligomer and Promotes Spatial Learning and Memory in Alzheimer's Disease (PS1V97L) Transgenic Mice.",2018-04-05
"NCT03657732",2018-09-05,2008-01-10,"Recruiting","26402764","A Novel AβPP M722K Mutation Affects Amyloid-β Secretion and Tau Phosphorylation and May Cause Early-Onset Familial Alzheimer's Disease in Chinese Individuals.",2015-09-25
"NCT03657732",2018-09-05,2008-01-10,"Recruiting","26256457","Diagnosis and treatment of dementia in neurology outpatient departments of general hospitals in China.",2015-08-11
"NCT03657732",2018-09-05,2008-01-10,"Recruiting","27079718","Brain Amyloid-β Plays an Initiating Role in the Pathophysiological Process of the PS1V97L-Tg Mouse Model of Alzheimer's Disease.",2016-04-16
"NCT03657732",2018-09-05,2008-01-10,"Recruiting","28269784","A Novel PSEN1 K311R Mutation Discovered in Chinese Families with Late-Onset Alzheimer's Disease Affects Amyloid-β Production and Tau Phosphorylation.",2017-03-09
"NCT03657732",2018-09-05,2008-01-10,"Recruiting","27838006","Clinical characterization of an APP mutation (V717I) in five Han Chinese families with early-onset Alzheimer's disease.",2016-11-14
"NCT03657732",2018-09-05,2008-01-10,"Recruiting","21929538","Val97Leu mutant presenilin-1 induces tau hyperphosphorylation and spatial memory deficit in mice and the underlying mechanisms.",2011-09-21
"NCT03657732",2018-09-05,2008-01-10,"Recruiting","18445230","Down-regulation of insulin-degrading enzyme by presenilin 1 V97L mutant potentially underlies increased levels of amyloid beta 42.",2008-05-01
"NCT03657732",2018-09-05,2008-01-10,"Recruiting","32881347","The APOE ε4 exerts differential effects on familial and other subtypes of Alzheimer's disease.",2020-09-04
"NCT03657732",2018-09-05,2008-01-10,"Recruiting","31937364","Effects of gene mutation and disease progression on representative neural circuits in familial Alzheimer's disease.",2020-01-16
"NCT03657732",2018-09-05,2008-01-10,"Recruiting","31914229","PSEN1, PSEN2, and APP mutations in 404 Chinese pedigrees with familial Alzheimer's disease.",2020-01-09
"NCT03657732",2018-09-05,2008-01-10,"Recruiting","30958370","A Novel PSEN1 M139L Mutation Found in a Chinese Pedigree with Early-Onset Alzheimer's Disease Increases Aβ42/Aβ40 ratio.",2019-04-09
"NCT03657732",2018-09-05,2008-01-10,"Recruiting","31235249","Two novel presenilin-1 mutations (I249L and P433S) in early onset Chinese Alzheimer's pedigrees and their functional characterization.",2019-06-26
"NCT03657732",2018-09-05,2008-01-10,"Recruiting","31235344","Identification of a novel PSEN1 Gly111Val missense mutation in a Chinese pedigree with early-onset Alzheimer's disease.",2019-06-26
"NCT03662802",2018-09-07,2018-10-01,"Completed","36942628","Convolution Neural Network Algorithm for Shockable Arrhythmia Classification Within a Digitally Connected Automated External Defibrillator.",2023-03-21
"NCT03668249",2018-09-12,2018-09-12,"Completed","34882644","Clinical characteristics and prognostic factors for Crohn's disease relapses using natural language processing and machine learning: a pilot study.",2021-12-09
"NCT03692936",2018-10-02,2018-11-01,"Unknown status","35391840","Diagnostic Performance of CT FFR With a New Parameter Optimized Computational Fluid Dynamics Algorithm From the CT-FFR-CHINA Trial: Characteristic Analysis of Gray Zone Lesions and Misdiagnosed Lesions.",2022-04-08
"NCT03692936",2018-10-02,2018-11-01,"Unknown status","34974364","Diastolic versus systolic coronary computed tomography angiography derived fractional flow reserve for the identification of lesion-specific ischemia.",2022-01-02
"NCT03693378",2018-10-03,2016-01-19,"Active, not recruiting","30106639","Serum Biomarker Signature-Based Liquid Biopsy for Diagnosis of Early-Stage Pancreatic Cancer.",2018-08-15
"NCT03693378",2018-10-03,2016-01-19,"Active, not recruiting","35166713","Detection of Early-Stage Pancreatic Ductal Adenocarcinoma From Blood Samples: Results of a Multiplex Biomarker Signature Validation Study.",2022-02-15
"NCT03693378",2018-10-03,2016-01-19,"Active, not recruiting","34643612","Abstracts of Papers Submitted to the 52nd Meeting of the American Pancreatic Association, November 3-6, 2021, Miami Beach, Florida.",2021-10-13
"NCT03694912",2018-10-03,2018-11-01,"Recruiting","33823929","Association between visceral adiposity and DDX11 as a predictor of aggressiveness of small clear-cell renal-cell carcinoma: a prospective clinical trial.",2021-04-07
"NCT03694912",2018-10-03,2018-11-01,"Recruiting","31963294","Gene Expression Analysis of Aggressive Clinical T1 Stage Clear Cell Renal Cell Carcinoma for Identifying Potential Diagnostic and Prognostic Biomarkers.",2020-01-23
"NCT03711526",2018-10-18,2019-01-01,"Unknown status","37948791","Preoperative 6-minute walk distance is associated with postoperative complications in patients undergoing laparoscopic gastrointestinal cancer surgery.",2023-11-10
"NCT03723317",2018-10-29,2018-01-15,"Completed","32892294","The role of the comprehensive complication index for the prediction of survival after liver transplantation.",2020-09-06
"NCT03737799",2018-11-13,2016-08-01,"Active, not recruiting","36205650","Routine Islet Autoantibody Testing in Clinically Diagnosed Adult-Onset Type 1 Diabetes Can Help Identify Misclassification and the Possibility of Successful Insulin Cessation.",2022-10-07
"NCT03737799",2018-11-13,2016-08-01,"Active, not recruiting","36802355","Age of Diagnosis Does Not Alter the Presentation or Progression of Robustly Defined Adult-Onset Type 1 Diabetes.",2023-02-21
"NCT03737799",2018-11-13,2016-08-01,"Active, not recruiting","30969375","Type 1 diabetes defined by severe insulin deficiency occurs after 30 years of age and is commonly treated as type 2 diabetes.",2019-04-11
"NCT03773939",2018-12-12,2015-03-27,"Unknown status","33436012","Incidence, prognostic factors, and outcomes of venous thromboembolism in critically ill patients: data from two prospective cohort studies.",2021-01-13
"NCT03782389",2018-12-20,2013-07-01,"Completed","32462372","The Value of Preseason Screening for Injury Prediction: The Development and Internal Validation of a Multivariable Prognostic Model to Predict Indirect Muscle Injury Risk in Elite Football (Soccer) Players.",2020-05-29
"NCT03782389",2018-12-20,2013-07-01,"Completed","36693686","Can prognostic factors for indirect muscle injuries in elite football (soccer) players be identified using data from preseason screening? An exploratory analysis using routinely collected periodic health examination records.",2023-01-24
"NCT03791840",2019-01-03,2017-12-01,"Unknown status","32146007","Lymph Node Predictive Model with in Vitro Ultrasound Features for Breast Cancer Lymph Node Metastasis.",2020-03-09
"NCT03805373",2019-01-15,2019-01-01,"Completed","33521537","Relative validity and reliability of a diet risk score (DRS) for clinical practice.",2021-02-01
"NCT03826407",2019-02-01,2019-01-01,"Recruiting","31320356","Development of a point of care system for automated coma prognosis: a prospective cohort study protocol.",2019-07-20
"NCT03834792",2019-02-08,2018-12-30,"Active, not recruiting","36907376","Polysomnographic Assessment of Sleep Disturbances in Cancer Development: A Historical Multicenter Clinical Cohort Study.",2023-03-12
"NCT03839095",2019-02-15,2018-01-01,"Completed","30629005","Pediatric Osteosarcoma of Extremities: A 15-year Experience From a Tertiary Care Cancer Center in Upper Egypt.",2019-01-11
"NCT03847285",2019-02-20,2018-04-01,"Recruiting","31269923","Immune function as predictor of infectious complications and clinical outcome in patients undergoing solid organ transplantation (the ImmuneMo:SOT study): a prospective non-interventional observational trial.",2019-07-05
"NCT03850457",2019-02-21,2019-01-01,"Recruiting","36505277","Diagnostic efficacy of targeted high-throughput sequencing for lower respiratory infection in preterm infants.",2022-12-12
"NCT03880110",2019-03-19,2019-03-01,"Recruiting","35610195","Association between urine microscopy and severe acute kidney injury in critically ill patients following non-cardiac surgery: a prospective cohort study.",2022-05-24
"NCT03883568",2019-03-21,2018-01-19,"Active, not recruiting","36397054","Structural tissue damage and 24-month progression of semi-quantitative MRI biomarkers of knee osteoarthritis in the IMI-APPROACH cohort.",2022-11-18
"NCT03883568",2019-03-21,2018-01-19,"Active, not recruiting","36336198","Test-retest precision and longitudinal cartilage thickness loss in the IMI-APPROACH cohort.",2022-11-06
"NCT03883568",2019-03-21,2018-01-19,"Active, not recruiting","35575381","Predicted and actual 2-year structural and pain progression in the IMI-APPROACH knee osteoarthritis cohort.",2022-05-16
"NCT03883568",2019-03-21,2018-01-19,"Active, not recruiting","35246457","Osteoarthritis endotype discovery via clustering of biochemical marker data.",2022-03-05
"NCT03883568",2019-03-21,2018-01-19,"Active, not recruiting","34911812","Neuropathic pain in the IMI-APPROACH knee osteoarthritis cohort: prevalence and phenotyping.",2021-12-16
"NCT03883568",2019-03-21,2018-01-19,"Active, not recruiting","33971982","Making the patient voice heard in a research consortium: experiences from an EU project (IMI-APPROACH).",2021-05-11
"NCT03883568",2019-03-21,2018-01-19,"Active, not recruiting","32723735","Cohort profile: The Applied Public-Private Research enabling OsteoArthritis Clinical Headway (IMI-APPROACH) study: a 2-year, European, cohort study to describe, validate and predict phenotypes of osteoarthritis using clinical, imaging and biochemical markers.",2020-07-30
"NCT03883568",2019-03-21,2018-01-19,"Active, not recruiting","37179936","Machine-learning predicted and actual 2-year structural progression in the IMI-APPROACH cohort.",2023-05-14
"NCT03883568",2019-03-21,2018-01-19,"Active, not recruiting","36710346","Comparison of 3D quantitative osteoarthritis imaging biomarkers from paired CT and MR images: data from the IMI-APPROACH study.",2023-01-30
"NCT03892551",2019-03-27,2019-03-25,"Completed","35138670","The clinical frailty scale predicts 1-year mortality in emergency department patients aged 65 years and older.",2022-02-09
"NCT03892551",2019-03-27,2019-03-25,"Completed","32336486","Validation of the Clinical Frailty Scale for Prediction of Thirty-Day Mortality in the Emergency Department.",2020-04-28
"NCT03905629",2019-04-05,2019-04-01,"Unknown status","34185827","External validation of the Hospital Frailty Risk Score in France.",2021-06-29
"NCT03925506",2019-04-24,2019-04-01,"Completed","32200083","Factors That Affect Adequacy of Colon Cleansing for Colonoscopy in Hospitalized Patients.",2020-03-23
"NCT03931083",2019-04-30,2019-05-01,"Recruiting","33371015","Screening test accuracy to improve detection of precancerous lesions of the cervix in women living with HIV: a study protocol.",2020-12-29
"NCT03931083",2019-04-30,2019-05-01,"Recruiting","37398043","Accuracy of screening tests for cervical pre-cancer in women living with HIV in low-resource settings: a paired prospective study in Lusaka, Zambia.",2023-07-03
"NCT03977857",2019-06-06,2019-03-01,"Completed","35029044","Liver volume based prediction model for patients with hepatitis B virus-related acute-on-chronic liver failure.",2022-01-14
"NCT04003558",2019-07-01,2019-05-28,"Recruiting","34233259","Magnetic resonance imaging radiomics predicts preoperative axillary lymph node metastasis to support surgical decisions and is associated with tumor microenvironment in invasive breast cancer: A machine learning, multicenter study.",2021-07-07
"NCT04009798",2019-07-05,2018-05-18,"Active, not recruiting","37337896","Predicting 1-Year Mortality in Outpatients With Heart Failure With Reduced Left Ventricular Ejection Fraction: Do Empiric Models Outperform Physician Intuitive Estimates? A Multicenter Cohort Study.",2023-06-20
"NCT04012281",2019-07-09,2010-08-17,"Completed","30165437","2018 ESC/EACTS Guidelines on myocardial revascularization.",2018-08-31
"NCT04012281",2019-07-09,2010-08-17,"Completed","29097450","Clinical Outcomes and Cost-Effectiveness of Fractional Flow Reserve-Guided Percutaneous Coronary Intervention in Patients With Stable Coronary Artery Disease: Three-Year Follow-Up of the FAME 2 Trial (Fractional Flow Reserve Versus Angiography for Multivessel Evaluation).",2017-11-04
"NCT04012281",2019-07-09,2010-08-17,"Completed","30561367","Influence of target vessel on prognostic relevance of fractional flow reserve after coronary stenting.",2018-12-19
"NCT04012281",2019-07-09,2010-08-17,"Completed","28456699","Cutoff Value and Long-Term Prediction of Clinical Events by FFR Measured Immediately After Implantation of a Drug-Eluting Stent in Patients With Coronary Artery Disease: 1- to 3-Year Results From the DKCRUSH VII Registry Study.",2017-05-01
"NCT04012281",2019-07-09,2010-08-17,"Completed","27979031","Clinical value of post-percutaneous coronary intervention fractional flow reserve value: A systematic review and meta-analysis.",2016-12-17
