,NCT,PMID,title,prob_adj,match,protocol,biomarker,mutivariable,other
721,NCT03597425,32332280,Brain Injury and Neurologic Outcome in Patients Undergoing Extracorporeal Cardiopulmonary Resuscitation: A Systematic Review and Meta-Analysis.,0.928121487,,,,,
722,NCT03597425,32345027,Prehospital cardiopulmonary resuscitation duration and neurological outcome after adult out-of-hospital cardiac arrest by location of arrest.,0.155908036,,,,,
723,NCT03597425,32348092,Drugs during cardiopulmonary resuscitation.,0.451783282,,,,,
724,NCT03597425,32796185,Extracorporeal Membrane Oxygenation to Support Life-Threatening Drug-Refractory Electrical Storm.,0.077578632,,,,,
725,NCT03597425,32879947,Prediction of survival of patients in cardiogenic shock treated by surgically implanted Impella 5+ short-term left ventricular assist device.,0.057276094,,,,,
726,NCT03597425,33138109,"Hands-On Times, Adherence to Recommendations and Variance in Execution among Three Different CPR Algorithms: A Prospective Randomized Single-Blind Simulator-Based Trial.",0.498707568,,,,,
727,NCT03597425,33170576,Two-Thumb Encircling Technique With a Novel Compression Assist Device Provides Safe and Effective Chest Compressions in Infants.,0.073769607,,,,,
728,NCT03597425,33404620,Effect of Machine Learning on Dispatcher Recognition of Out-of-Hospital Cardiac Arrest During Calls to Emergency Medical Services: A Randomized Clinical Trial.,0.117733341,,,,,
729,NCT03597425,34713015,A Pilot Study of CPR Quality Comparing an Augmented Reality Application vs. a Standard Audio-Visual Feedback Manikin.,0.167139207,,,,,
730,NCT03597425,34732587,Clinical Phenotyping of Out-of-Hospital Cardiac Arrest Patients With Shockable Rhythm　- Machine Learning-Based Unsupervised Cluster Analysis.,0.755201056,,,,,
731,NCT03597425,34915084,The accuracy of various neuro-prognostication algorithms and the added value of neurofilament light chain dosage for patients resuscitated from shockable cardiac arrest: An ancillary analysis of the ISOCRATE study.,0.381596581,,,,,
732,NCT03597425,35404331,Adherence to guideline recommendations in the management of pediatric cardiac arrest: a multicentre observational simulation-based study.,0.959483658,,,,,
733,NCT03597425,35519829,Predicting team-performance and leadership in emergency situations by observing standardised operational procedures: a prospective single-blind simulator-based trial.,0.093324595,,,,,
734,NCT03597425,36001949,Decongestion Models and Metrics in Acute Heart Failure: ESCAPE Data in the Age of the Implantable Cardiac Pressure Monitor.,0.077254234,,,,,
735,NCT03577405,35610195,Association between urine microscopy and severe acute kidney injury in critically ill patients following non-cardiac surgery: a prospective cohort study.,0.059264109,,,,,
736,NCT03572465,35990786,Current considerations for clinical management and care of non-alcoholic fatty liver disease: Insights from the 1st International Workshop of the Canadian NASH Network (CanNASH).,0.107672533,,,,,
737,NCT03570086,35109911,Detection of plasma Aβ seeding activity by a newly developed analyzer for diagnosis of Alzheimer's disease.,0.363478565,,,,,
738,NCT03562936,26100169,"Does Obesity Affect Outcomes After Decompressive Surgery for Lumbar Spinal Stenosis? A Multicenter, Observational, Registry-Based Study.",0.056197023,,,,,
739,NCT03562936,34797405,Clinical and MRI findings in lumbar spinal stenosis: baseline data from the NORDSTEN study.,0.80634966,,,,,
740,NCT03562936,25943982,Does daily tobacco smoking affect outcomes after microdecompression for degenerative central lumbar spinal stenosis? - A multicenter observational registry-based study.,0.059651691,,,,,
741,NCT03562936,35930062,The association between preoperative MRI findings and clinical improvement in patients included in the NORDSTEN spinal stenosis trial.,0.802689447,,,,,
742,NCT03562936,26049114,The Risk of Getting Worse: Predictors of Deterioration After Decompressive Surgery for Lumbar Spinal Stenosis: A Multicenter Observational Study.,0.057410081,,,,,
743,NCT03562936,30611229,Decompression alone versus decompression with instrumental fusion the NORDSTEN degenerative spondylolisthesis trial (NORDSTEN-DS); study protocol for a randomized controlled trial.,0.973702973,,,,,
744,NCT03513926,17431227,Diagnostic and therapeutic approach to nonsleepy apnea.,0.565118754,,,,,
745,NCT03513926,22618924,Association between treated and untreated obstructive sleep apnea and risk of hypertension.,0.192818344,,,,,
746,NCT03513926,29801678,Rationale and Methodology of the SARAH Trial: Long-Term Cardiovascular Outcomes in Patients With Resistant Hypertension and Obstructive Sleep Apnea.,0.974773928,,,,,
747,NCT03513926,31587046,Predictors of long-term adherence to continuous positive airway pressure in patients with obstructive sleep apnea and cardiovascular disease.,0.949475167,,,,,
748,NCT03513926,29664672,Primary Care Physicians Can Comprehensively Manage Patients with Sleep Apnea. A Noninferiority Randomized Controlled Trial.,0.908273638,,,,,
749,NCT03513926,34661550,Management and Treatment of Patients With Obstructive Sleep Apnea Using an Intelligent Monitoring System Based on Machine Learning Aiming to Improve Continuous Positive Airway Pressure Treatment Compliance: Randomized Controlled Trial.,0.888002608,,,,,
750,NCT03513926,30227856,Comparative analysis of predictive methods for early assessment of compliance with continuous positive airway pressure therapy.,0.869749575,,,,,
751,NCT03513926,29109195,Sleep Apnea and Cardiovascular Disease: Lessons From Recent Trials and Need for Team Science.,0.752503939,,,,,
752,NCT03513926,29445536,Predictors of long-term adherence to continuous positive airway pressure in patients with obstructive sleep apnoea and acute coronary syndrome.,0.74977973,,,,,
753,NCT03513926,28865067,Predictors of CPAP compliance in different clinical settings: primary care versus sleep unit.,0.684162375,,,,,
754,NCT03513926,26847966,Long-term adherence to continuous positive airway pressure therapy in non-sleepy sleep apnea patients.,0.621818335,,,,,
755,NCT03513926,25325508,Efficacy of home single-channel nasal pressure for recommending continuous positive airway pressure treatment in sleep apnea.,0.356312774,,,,,
756,NCT03513926,32270424,Obstructive sleep apnea during rapid eye movement sleep in patients after percutaneous coronary intervention: a multicenter study.,0.325585992,,,,,
757,NCT03513926,26314530,Precision Medicine in Patients With Resistant Hypertension and Obstructive Sleep Apnea: Blood Pressure Response to Continuous Positive Airway Pressure Treatment.,0.308795564,,,,,
758,NCT03513926,28419383,Cell Death Biomarkers and Obstructive Sleep Apnea: Implications in the Acute Coronary Syndrome.,0.058364464,,,,,
759,NCT03513926,27939743,Effects of Ethnicity on the Prevalence of Obstructive Sleep Apnoea in Patients with Acute Coronary Syndrome: A Pooled Analysis of the ISAACC Trial and Sleep and Stent Study.,0.056531167,,,,,
760,NCT03511430,28437795,"Effect of Using the HEART Score in Patients With Chest Pain in the Emergency Department: A Stepped-Wedge, Cluster Randomized Trial.",0.059481744,,,,,
761,NCT03511430,29480016,A direct comparison of decision rules for early discharge of suspected acute coronary syndromes in the era of high sensitivity troponin.,0.33672907,,,,,
762,NCT03511430,29480016,A direct comparison of decision rules for early discharge of suspected acute coronary syndromes in the era of high sensitivity troponin.,0.33672907,,,,,
763,NCT03511430,32818945,Effectiveness and Safety of the European Society of Cardiology 0-/1-h Troponin Rule-Out Protocol: The Design of the ESC-TROP Multicenter Implementation Study.,0.095454747,,,,,
764,NCT03511430,34187993,Evaluation of HEAR score to rule-out major adverse cardiac events without troponin test in patients presenting to the emergency department with chest pain.,0.358074018,,,,,
765,NCT03511430,34663657,"Coronary CT angiography for improved assessment of patients with acute chest pain and low-range positive high-sensitivity troponins: study protocol for a prospective, observational, multicentre study (COURSE trial).",0.28720304,,,,,
766,NCT03485079,31778249,Left bundle branch area pacing is superior to right ventricular septum pacing concerning depolarization-repolarization reserve.,0.140950582,,,,,
767,NCT03476291,32599175,Predicting Progression of Age-Related Macular Degeneration Using OCT and Fundus Photography.,0.090765952,,,,,
768,NCT03474003,30872323,Archetype Analysis Identifies Distinct Profiles in Renal Transplant Recipients with Transplant Glomerulopathy Associated with Allograft Survival.,0.241544279,,,,,
769,NCT03474003,33323474,Assessment of the Utility of Kidney Histology as a Basis for Discarding Organs in the United States: A Comparison of International Transplant Practices and Outcomes.,0.549554059,,,,,
770,NCT03474003,35669975,Proposed Definitions of T Cell-Mediated Rejection and Tubulointerstitial Inflammation as Clinical Trial Endpoints in Kidney Transplantation.,0.129815864,,,,,
771,NCT03474003,25556173,Subclinical Rejection Phenotypes at 1 Year Post-Transplant and Outcome of Kidney Allografts.,0.97344025,,,,,
772,NCT03474003,32359820,Association of HLA Typing and Alloimmunity With Posttransplantation Membranous Nephropathy: A Multicenter Case Series.,0.118590471,,,,,
773,NCT03474003,35395951,"Safety, tolerability, and efficacy of monoclonal CD38 antibody felzartamab in late antibody-mediated renal allograft rejection: study protocol for a phase 2 trial.",0.345507073,,,,,
774,NCT03462992,25814648,Tumour-educated circulating monocytes are powerful candidate biomarkers for diagnosis and disease follow-up of colorectal cancer.,0.103241441,,,,,
775,NCT03462992,30616608,Whole-body diffusion-weighted MRI for operability assessment in patients with colorectal cancer and peritoneal metastases.,0.095726492,,,,,
776,NCT03462992,30291241,Copy number load predicts outcome of metastatic colorectal cancer patients receiving bevacizumab combination therapy.,0.079619002,,,,,
777,NCT03462992,31330487,A validated prognostic classifier for V600EBRAF-mutated metastatic colorectal cancer: the 'BRAF BeCool' study.,0.074738736,,,,,
778,NCT03451734,36159298,The use of metformin for type 2 diabetes prevention: Observational multicenter study from Saudi Arabia.,0.075484171,,,,,
779,NCT03451734,31920314,Real-World Effectiveness and Safety of Antipsychotics in Individuals at Clinical High-Risk for Psychosis: Study Protocol for a Prospective Observational Study (ShangHai at Risk for Psychosis-Phase 2).,0.345617646,,,,,
780,NCT03436524,36028857,"Thrombotic and bleeding complications in patients with chronic lymphocytic leukemia and severe COVID-19: a study of ERIC, the European Research Initiative on CLL.",0.185437697,,,,,
781,NCT03436524,34408978,Lymphocyte Doubling Time As A Key Prognostic Factor To Predict Time To First Treatment In Early-Stage Chronic Lymphocytic Leukemia.,0.981647715,,,,,
782,NCT03436524,33662164,Validation of the Alternative International Prognostic Score-E (AIPS-E): Analysis of Binet stage A chronic lymphocytic leukemia patients enrolled into the O-CLL1-GISL protocol.,0.925866242,,,,,
783,NCT03436524,33131249,Prognostic impact of prevalent chronic lymphocytic leukemia stereotyped subsets: analysis within prospective clinical trials of the German CLL Study Group (GCLLSG).,0.915256958,,,,,
784,NCT03436524,34285062,TP53 Mutations with Low Variant Allele Frequency Predict Short Survival in Chronic Lymphocytic Leukemia.,0.886723525,,,,,
785,NCT03436524,31371416,Biological and clinical implications of BIRC3 mutations in chronic lymphocytic leukemia.,0.738255558,,,,,
786,NCT03436524,33116240,Time to first treatment and P53 dysfunction in chronic lymphocytic leukaemia: results of the O-CLL1 study in early stage patients.,0.395661055,,,,,
787,NCT03436524,32647324,"COVID-19 severity and mortality in patients with chronic lymphocytic leukemia: a joint study by ERIC, the European Research Initiative on CLL, and CLL Campus.",0.303936039,,,,,
788,NCT03436524,33730841,Integrative prognostic models predict long-term survival after immunochemotherapy in chronic lymphocytic leukemia patients.,0.136627201,,,,,
789,NCT03436524,28120419,Chronic lymphocytic leukemia: A prognostic model comprising only two biomarkers (IGHV mutational status and FISH cytogenetics) separates patients with different outcome and simplifies the CLL-IPI.,0.125275631,,,,,
790,NCT03436524,29984867,Immunoglobulin heavy chain variable region gene and prediction of time to first treatment in patients with chronic lymphocytic leukemia: Mutational load or mutational status? Analysis of 1003 cases.,0.063210896,,,,,
791,NCT03436524,34168283,Measurable residual disease in chronic lymphocytic leukemia: expert review and consensus recommendations.,0.059352602,,,,,
792,NCT03360838,27884107,Association between changes in cerebral grey matter volume and postoperative cognitive dysfunction in elderly patients: study protocol for a prospective observational cohort study.,0.12155125,,,,,
793,NCT03348774,30044551,Antinuclear Antibody-Negative Systemic Lupus Erythematosus in an International Inception Cohort.,0.124974843,,,,,
794,NCT03348774,30173152,Canadian Rheumatology Association Recommendations for the Assessment and Monitoring of Systemic Lupus Erythematosus.,0.733825843,,,,,
795,NCT03348774,31383717,2019 European League Against Rheumatism/American College of Rheumatology classification criteria for systemic lupus erythematosus.,0.164022434,,,,,
796,NCT03348774,32229040,Lymphopenia as a risk factor for neurologic involvement and organ damage accrual in patients with systemic lupus erythematosus: A multi-center observational study.,0.107719545,,,,,
797,NCT03348774,32433815,Identifying a Response for the Systemic Lupus Erythematosus Disease Activity 2000 Glucocorticoid Index.,0.976774007,,,,,
798,NCT03348774,32591423,Measurement properties of selected patient-reported outcome measures for use in randomised controlled trials in patients with systemic lupus erythematosus: a systematic review.,0.062502887,,,,,
799,NCT03348774,32611674,Propensity Score Methods in Rare Disease: A Demonstration Using Observational Data in Systemic Lupus Erythematosus.,0.973286332,,,,,
800,NCT03348774,36189146,Is Vitamin D Deficiency the Cause or the Effect of Systemic Lupus Erythematosus: Evidence from Bidirectional Mendelian Randomization Analysis.,0.070299386,,,,,
801,NCT03348774,29273092,Nitrated nucleosome levels and neuropsychiatric events in systemic lupus erythematosus; a multi-center retrospective case-control study.,0.790598787,,,,,
802,NCT03348774,30647177,Osteopontin and Disease Activity in Patients with Recent-onset Systemic Lupus Erythematosus: Results from the SLICC Inception Cohort.,0.073047797,,,,,
803,NCT03348774,30988130,Construction of a Frailty Index as a Novel Health Measure in Systemic Lupus Erythematosus.,0.967963425,,,,,
804,NCT03348774,35346982,Conceptual framework for defining disease modification in systemic lupus erythematosus: a call for formal criteria.,0.678780039,,,,,
805,NCT03303755,30902487,Nutritional red flags in children with cerebral palsy.,0.079029833,,,,,
806,NCT03282903,36088954,"COVID-19 vaccine-induced antibody and T-cell responses in immunosuppressed patients with inflammatory bowel disease after the third vaccine dose (VIP): a multicentre, prospective, case-control study.",0.550195055,,,,,
807,NCT03282903,34917313,Are we addressing the top 10 research priorities in IBD?,0.37106729,,,,,
808,NCT03268031,27769326,Topographic profile of choroid in eyes after acute primary angle-closure.,0.400501233,,,,,
809,NCT03268031,30286740,Automatic differentiation of Glaucoma visual field from non-glaucoma visual filed using deep convolutional neural network.,0.096059302,,,,,
810,NCT03268031,30286740,Automatic differentiation of Glaucoma visual field from non-glaucoma visual filed using deep convolutional neural network.,0.096059302,,,,,
811,NCT03268031,35881410,A Multicenter Clinical Study of the Automated Fundus Screening Algorithm.,0.087073281,,,,,
812,NCT03263949,35176405,Improved prediction of electrical storm in patients with prior myocardial infarction and implantable cardioverter defibrillator.,0.129623355,,,,,
813,NCT03263949,31772519,Using the RISK-PCI Score in the Long-Term Prediction of Major Adverse Cardiovascular Events and Mortality after Primary Percutaneous Coronary Intervention.,0.06767488,,,,,
814,NCT03261089,33458688,Postcardiac Arrest Neuroprognostication Practices: A Survey of Brazilian Physicians.,0.083452772,,,,,
815,NCT03227211,35224712,Predictors of short-term COPD readmission.,0.645174231,,,,,
816,NCT03227211,26667827,Predictors of Change in Dyspnea Level in Acute Exacerbations of COPD.,0.323793427,,,,,
817,NCT03224650,34171829,"The effectiveness of systemic therapies after surgery for metastatic renal cell carcinoma to the spine: a propensity analysis controlling for sarcopenia, frailty, and nutrition.",0.6772891,,,,,
818,NCT03224650,30869143,Predicting 90-Day and 1-Year Mortality in Spinal Metastatic Disease: Development and Internal Validation.,0.05897354,,,,,
819,NCT03199599,31732678,Pretreatment 18F-FDG PET/CT Radiomics Predict Local Recurrence in Patients Treated with Stereotactic Body Radiotherapy for Early-Stage Non-Small Cell Lung Cancer: A Multicentric Study.,0.855293885,,,,,
820,NCT03199599,33772335,Convolutional neural networks for PET functional volume fully automatic segmentation: development and validation in a multi-center setting.,0.471274251,,,,,
821,NCT03199599,33137396,Non-invasive imaging prediction of tumor hypoxia: A novel developed and externally validated CT and FDG-PET-based radiomic signatures.,0.354321138,,,,,
822,NCT03198975,34804920,Innovative Synoptic Reporting With Seven-Point Sampling Protocol to Improve Detection Rate of Microvascular Invasion in Hepatocellular Carcinoma.,0.47191592,,,,,
823,NCT03198975,35469522,The role of neoadjuvant conventional transarterial chemoembolization with radiofrequency ablation in the treatment of recurrent hepatocellular carcinoma after initial hepatectomy with microvascular invasion.,0.630246992,,,,,
824,NCT03198975,35598182,Eliminating METTL1-mediated accumulation of PMN-MDSCs prevents hepatocellular carcinoma recurrence after radiofrequency ablation.,0.11333114,,,,,
825,NCT03198975,35319151,Prediction of microvascular invasion in hepatocellular carcinoma with expert-inspiration and skeleton sharing deep learning.,0.474642142,,,,,
826,NCT03198975,35349075,Deep learning for evaluation of microvascular invasion in hepatocellular carcinoma from tumor areas of histology images.,0.809793342,,,,,
827,NCT03198975,35761201,Non-invasive diagnosis strategy of hepatocellular carcinoma in low-risk population.,0.132683617,,,,,
828,NCT03198975,33751300,Microvascular Invasion Status and Its Survival Impact in Hepatocellular Carcinoma Depend on Tissue Sampling Protocol.,0.564444773,,,,,
829,NCT03198975,33777748,Prediction of Post-hepatectomy Liver Failure in Patients With Hepatocellular Carcinoma Based on Radiomics Using Gd-EOB-DTPA-Enhanced MRI: The Liver Failure Model.,0.341388521,,,,,
830,NCT03198975,30666445,Pretreatment prediction of immunoscore in hepatocellular cancer: a radiomics-based clinical model based on Gd-EOB-DTPA-enhanced MRI imaging.,0.323114755,,,,,
831,NCT03198975,33948991,Three-day postoperative antibiotics reduces post-hepatectomy infection rate in hepatitis B virus-related hepatocellular carcinoma.,0.135888891,,,,,
832,NCT03198975,31135299,Microvascular Invasion as a Predictor of Response to Treatment with Sorafenib and Transarterial Chemoembolization for Recurrent Intermediate-Stage Hepatocellular Carcinoma.,0.134933875,,,,,
833,NCT03198975,32200455,CT-based radiomics for preoperative prediction of early recurrent hepatocellular carcinoma: technical reproducibility of acquisition and scanners.,0.07757768,,,,,
834,NCT03198975,32663354,Novel Models Predict Postsurgical Recurrence and Overall Survival for Patients with Hepatitis B Virus-Related Solitary Hepatocellular Carcinoma ≤10 cm and Without Portal Venous Tumor Thrombus.,0.0742744,,,,,
835,NCT03198975,30689032,Preoperative prediction of microvascular invasion in hepatocellular cancer: a radiomics model using Gd-EOB-DTPA-enhanced MRI.,0.058118318,,,,,
836,NCT03198975,33718130,A Pre-Operative Prognostic Score for Patients With Advanced Hepatocellular Carcinoma Who Underwent Resection.,0.057617248,,,,,
837,NCT03193528,30593457,Urinary Cytokine Profile to Predict Response to Intravesical BCG with or without HS-410 Therapy in Patients with Non-muscle-invasive Bladder Cancer.,0.179351112,,,,,
838,NCT03193528,26435378,Microscopic haematuria at time of diagnosis is associated with lower disease stage in patients with newly diagnosed bladder cancer.,0.307061415,,,,,
839,NCT03193515,30593457,Urinary Cytokine Profile to Predict Response to Intravesical BCG with or without HS-410 Therapy in Patients with Non-muscle-invasive Bladder Cancer.,0.406642181,,,,,
840,NCT03193515,33067727,Quality of life and functional outcomes after radical cystectomy with ileal orthotopic neobladder replacement for bladder cancer: a multicentre observational study.,0.050343388,,,,,
841,NCT03193515,34385456,"An N-Cadherin 2 expressing epithelial cell subpopulation predicts response to surgery, chemotherapy and immunotherapy in bladder cancer.",0.060046235,,,,,
842,NCT03188484,33550380,Local catheter impedance drop during pulmonary vein isolation predicts acute conduction block in patients with paroxysmal atrial fibrillation: initial results of the LOCALIZE clinical trial.,0.07780943,,,,,
843,NCT03188484,35872910,A Polygenic Risk Score Based on a Cardioembolic Stroke Multitrait Analysis Improves a Clinical Prediction Model for This Stroke Subtype.,0.055780482,,,,,
844,NCT03188484,31499565,The Use of Biomarkers in Clinical Management Guidelines: A Critical Appraisal.,0.074556855,,,,,
845,NCT03159208,35261980,Posttraumatic Stress Disorder Symptom Clusters in Surrogate Decision Makers of Patients Experiencing Chronic Critical Illness.,0.393956451,,,,,
846,NCT03159208,30199658,Risk Factors for Post-Traumatic Stress Disorder Symptoms in Surrogate Decision-Makers of Patients with Chronic Critical Illness.,0.134964973,,,,,
847,NCT03159208,30690645,Effects of a Personalized Web-Based Decision Aid for Surrogate Decision Makers of Patients With Prolonged Mechanical Ventilation: A Randomized Clinical Trial.,0.134476174,,,,,
848,NCT03159208,27369033,Usability Testing of an Electronic Patient-Reported Outcome System for Survivors of Critical Illness.,0.077531424,,,,,
849,NCT03121768,33706705,Non-maintenance intravesical Bacillus Calmette-Guérin induction therapy with eight doses in patients with high- or highest-risk non-muscle invasive bladder cancer: a retrospective non-randomized comparative study.,0.085105823,,,,,
850,NCT03121768,34768625,Long-Term Experience with Hyperthermic Chemotherapy (HIVEC) Using Mitomycin-C in Patients with Non-Muscle Invasive Bladder Cancer in Spain.,0.058636055,,,,,
851,NCT03121768,35709298,A prospective trial investigating the role of Serum 25-Hydroxyvitamin D in diagnosis and prognosis of bladder cancer.,0.9251905,,,,,
852,NCT03090815,36089483,"Study Design and Rationale for the PACE-LUNG Trial: A Multicenter, Single-Arm, Phase II Clinical Trial Evaluating the Efficacy of Additional Chemotherapy for Patients with EGFRm NSCLC with the Continued Presence of Plasma ctDNA EGFRm at Week 3 After Start of Osimertinib First-Line Treatment.",0.058998304,,,,,
853,NCT03090815,31027689,Clinical significance of monitoring EGFR mutation in plasma using multiplexed digital PCR in EGFR mutated patients treated with afatinib (West Japan Oncology Group 8114LTR study).,0.053568151,,,,,
854,NCT03090815,35101045,"Efficacy and safety of pyrotinib in advanced lung adenocarcinoma with HER2 mutations: a multicenter, single-arm, phase II trial.",0.052305253,,,,,
855,NCT03066310,32033597,"Associations between hydration state and pregnancy complications, maternal-infant outcomes: protocol of a prospective observational cohort study.",0.075446042,,,,,
856,NCT03066310,32199755,Toward noninvasive follow-up of low-risk bladder cancer - Rationale and concept of the UroFollow trial.,0.057802874,,,,,
857,NCT03064360,31481363,"Observational longitudinal multicentre investigation of acute pancreatitis (GOULASH PLUS): follow-up of the GOULASH study, protocol.",0.211693005,,,,,
858,NCT03054324,31648761,Blinded Physiological Assessment of Residual Ischemia After Successful Angiographic Percutaneous Coronary Intervention: The DEFINE PCI Study.,0.061464589,,,,,
859,NCT03054142,35610195,Association between urine microscopy and severe acute kidney injury in critically ill patients following non-cardiac surgery: a prospective cohort study.,0.095470514,,,,,
860,NCT03054142,34312430,Clinical outcomes of hospitalized COVID-19 patients with renal injury: a multi-hospital observational study from Wuhan.,0.076102093,,,,,
861,NCT03038360,35463775,A Novel Risk Score to Predict In-Hospital Mortality in Patients With Acute Myocardial Infarction: Results From a Prospective Observational Cohort.,0.139333092,,,,,
862,NCT03004950,33021646,Recommendations on Acute Kidney Injury Biomarkers From the Acute Disease Quality Initiative Consensus Conference: A Consensus Statement.,0.978635272,,,,,
863,NCT03004950,30883453,Delta Neutrophil Index for the Prediction of the Development of Sepsis-Induced Acute Kidney Injury in the Emergency Department.,0.164959834,,,,,
864,NCT03004950,30883453,Delta Neutrophil Index for the Prediction of the Development of Sepsis-Induced Acute Kidney Injury in the Emergency Department.,0.164959834,,,,,
865,NCT03004950,30357272,Effect of Human Recombinant Alkaline Phosphatase on 7-Day Creatinine Clearance in Patients With Sepsis-Associated Acute Kidney Injury: A Randomized Clinical Trial.,0.12043637,,,,,
866,NCT03004950,31079110,Plasma Biomarkers in Predicting Renal Recovery from Acute Kidney Injury in Critically Ill Patients.,0.10268603,,,,,
867,NCT03004950,31203271,Biomarker Predictors of Adverse Acute Kidney Injury Outcomes in Critically Ill Patients: The Dublin Acute Biomarker Group Evaluation Study.,0.07669204,,,,,
868,NCT03004950,31481363,"Observational longitudinal multicentre investigation of acute pancreatitis (GOULASH PLUS): follow-up of the GOULASH study, protocol.",0.056472723,,,,,
869,NCT03004950,33857535,"Biomarkers of Kidney Tubule Health, CKD Progression, and Acute Kidney Injury in SPRINT (Systolic Blood Pressure Intervention Trial) Participants.",0.053948641,,,,,
870,NCT03004950,33857535,"Biomarkers of Kidney Tubule Health, CKD Progression, and Acute Kidney Injury in SPRINT (Systolic Blood Pressure Intervention Trial) Participants.",0.053948641,,,,,
871,NCT03003182,33094348,A Gene-Expression Predictor for Efficacy of Induction Chemotherapy in Locoregionally Advanced Nasopharyngeal Carcinoma.,0.102572383,,,,,
872,NCT03003182,34111416,"Metronomic capecitabine as adjuvant therapy in locoregionally advanced nasopharyngeal carcinoma: a multicentre, open-label, parallel-group, randomised, controlled, phase 3 trial.",0.053391701,,,,,
873,NCT02894164,26526622,Long-term mortality and risk factors for development of end-stage renal disease in critically ill patients with and without chronic kidney disease.,0.158593678,,,,,
874,NCT02863458,34406850,Personalized Prediction Model to Risk Stratify Patients With Myelodysplastic Syndromes.,0.608774596,,,,,
875,NCT02863458,29321554,"Mutations in DNMT3A, U2AF1, and EZH2 identify intermediate-risk acute myeloid leukemia patients with poor outcome after CR1.",0.133047983,,,,,
876,NCT02863458,30992301,"A Phase I/II Trial of MEC (Mitoxantrone, Etoposide, Cytarabine) in Combination with Ixazomib for Relapsed Refractory Acute Myeloid Leukemia.",0.097391699,,,,,
877,NCT02826460,32032293,Association Between Neighborhood-level Socioeconomic Deprivation and the Medication Level Variability Index for Children Following Liver Transplantation.,0.979655587,,,,,
878,NCT02826460,29162346,Self-Management Measurement and Prediction of Clinical Outcomes in Pediatric Transplant.,0.875973585,,,,,
879,NCT02826460,32978871,Approaches to Research Determination of Late Acute Cellular Rejection in Pediatric Liver Transplant Recipients.,0.644628151,,,,,
880,NCT02805621,35020012,Influence of diabetes mellitus on the diagnostic performance of machine learning-based coronary CT angiography-derived fractional flow reserve: a multicenter study.,0.119152723,,,,,
881,NCT02805621,36252116,Machine Learning From Quantitative Coronary Computed Tomography Angiography Predicts Fractional Flow Reserve-Defined Ischemia and Impaired Myocardial Blood Flow.,0.394933712,,,,,
882,NCT02757846,34391094,A deep learning-based radiomic nomogram for prognosis and treatment decision in advanced nasopharyngeal carcinoma: A multicentre study.,0.167091941,,,,,
883,NCT02757846,33580497,Exploring the predictive value of additional peritumoral regions based on deep learning and radiomics: A multicenter study.,0.411695626,,,,,
884,NCT02757846,31373932,Selection Between Liver Resection Versus Transarterial Chemoembolization in Hepatocellular Carcinoma: A Multicenter Study.,0.378640184,,,,,
885,NCT02757846,32758176,The TRACK-PD study: protocol of a longitudinal ultra-high field imaging study in Parkinson's disease.,0.077035778,,,,,
886,NCT02658786,30670907,"Current status, problems, and perspectives of non-alcoholic fatty liver disease research.",0.684665574,,,,,
887,NCT02658786,32684060,"Biomarkers of liver fibrosis: prospective comparison of multimodal magnetic resonance, serum algorithms and transient elastography.",0.078887182,,,,,
888,NCT02658786,31394730,Current Status in Testing for Nonalcoholic Fatty Liver Disease (NAFLD) and Nonalcoholic Steatohepatitis (NASH).,0.078760344,,,,,
889,NCT02658786,34400007,Current and Emerging Biomarkers and Imaging Modalities for Nonalcoholic Fatty Liver Disease: Clinical and Research Applications.,0.059570392,,,,,
890,NCT02611570,32649875,Proteogenomics of Non-smoking Lung Cancer in East Asia Delineates Molecular Signatures of Pathogenesis and Progression.,0.098414845,,,,,
891,NCT02611570,31306748,Tuberculosis infection and lung adenocarcinoma: Mendelian randomization and pathway analysis of genome-wide association study data from never-smoking Asian women.,0.176069538,,,,,
892,NCT02611570,35487105,The reporting of pulmonary nodule results by letter in a lung cancer screening setting.,0.076486772,,,,,
893,NCT02611570,28499641,Outcomes of research biopsies in clinical trials of EGFR mutation-positive non-small cell lung cancer patients pretreated with EGFR-tyrosine kinase inhibitors.,0.095626963,,,,,
894,NCT02611570,27449093,Higher frequency but random distribution of EGFR mutation subtypes in familial lung cancer patients.,0.093831693,,,,,
895,NCT02611570,25436806,Development of renal cysts after crizotinib treatment in advanced ALK-positive non-small-cell lung cancer.,0.090001681,,,,,
896,NCT02611570,18509184,Specific EGFR mutations predict treatment outcome of stage IIIB/IV patients with chemotherapy-naive non-small-cell lung cancer receiving first-line gefitinib monotherapy.,0.087443816,,,,,
897,NCT02611570,18423782,The safety and efficacy of gefitinib versus platinum-based doublets chemotherapy as the first-line treatment for advanced non-small-cell lung cancer patients in East Asia: a meta-analysis.,0.084650957,,,,,
898,NCT02611570,22517425,"Dynamic contrast-enhanced MRI in advanced nonsmall-cell lung cancer patients treated with first-line bevacizumab, gemcitabine, and cisplatin.",0.082755954,,,,,
899,NCT02611570,18995924,EGFR intron 1 dinucleotide repeat polymorphism is associated with the occurrence of skin rash with gefitinib treatment.,0.081519988,,,,,
900,NCT02581540,22485015,Cardiogoniometry as a diagnostic tool in patients with acute coronary syndromes: results of the CGM@ACS trial.,0.216005066,,,,,
901,NCT02581540,29480016,A direct comparison of decision rules for early discharge of suspected acute coronary syndromes in the era of high sensitivity troponin.,0.986448534,,,,,
